pair,method,seed,direction,n,mrr,global_mrr,delta_mrr,harm_rate,benefit_rate,rank_change_rate,conditional_loss,mean_loss,mean_gain,action_rate,mean_abs_alpha_deviation
mkgw_mhyper_native,Equal-z,2,head,4274,0.19233105625084218,0.19127650411339328,0.0010545521374488985,0.19934487599438466,0.4908750584932148,0.6902199344875994,0.01717985270801369,0.003424715607680782,0.0044792677451296805,,
mkgw_mhyper_native,Equal-z,2,tail,4274,0.5362722674084324,0.5355971045545855,0.0006751628538468652,0.09733270940570894,0.23865231633130557,0.3359850257370145,0.09572522885179446,0.009317195882626696,0.009992358736473562,,
mkgw_mhyper_native,Equal-z,3,head,4274,0.1937848458415918,0.1931174451949789,0.000667400646612881,0.2068320074871315,0.47519887693027607,0.6820308844174076,0.012902557615843208,0.002668661893403228,0.003336062540016109,,
mkgw_mhyper_native,Equal-z,3,tail,4274,0.5347247677995349,0.5340080802857923,0.0007166875137426331,0.09686476368741226,0.24450163781001405,0.3413664014974263,0.11592617790183286,0.011229161827645953,0.011945849341388586,,
mkgw_mhyper_native,RRF,1,head,4274,0.18073932375236906,0.19402527077677456,-0.01328594702440551,0.40173139915769773,0.4197473093121198,0.8214787084698175,0.06377516757371679,0.025620487300905877,0.012334540276500366,,
mkgw_mhyper_native,RRF,1,tail,4274,0.5115204244455867,0.5399663310183658,-0.02844590657277906,0.25105287786616753,0.2641553579784745,0.515208235844642,0.19054683914053383,0.04783733233453272,0.019391425761753654,,
mkgw_mhyper_native,RRF,2,head,4274,0.1788611653578532,0.19127650411339328,-0.012415338755540094,0.39798783341132427,0.4213851193261582,0.8193729527374825,0.058835119413567984,0.023415661703902465,0.011000322948362373,,
mkgw_mhyper_native,RRF,2,tail,4274,0.512979458410947,0.5355971045545855,-0.022617646143638464,0.2407580720636406,0.25854000935891436,0.499298081422555,0.17449314029650295,0.042010632046116415,0.019392985902477948,,
mkgw_mhyper_native,RRF,3,head,4274,0.1817092578798962,0.1931174451949789,-0.011408187315082717,0.40243331773514274,0.4204492278895648,0.8228825456247075,0.056398464766456706,0.022696621291133725,0.011288433976051008,,
mkgw_mhyper_native,RRF,3,tail,4274,0.507468918635914,0.5340080802857923,-0.02653916164987826,0.2412260177819373,0.26579316799251285,0.5070191857744502,0.18888896294215238,0.045564932333495345,0.019025770683617084,,
mkgw_mhyper_native,Global,1,head,4274,0.19402527077677456,0.19402527077677456,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Global,1,tail,4274,0.5399663310183658,0.5399663310183658,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Global,2,head,4274,0.19127650411339328,0.19127650411339328,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Global,2,tail,4274,0.5355971045545855,0.5355971045545855,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Global,3,head,4274,0.1931174451949789,0.1931174451949789,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Global,3,tail,4274,0.5340080802857923,0.5340080802857923,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_native,Relation,1,head,4274,0.20030608161517052,0.19402527077677456,0.006280810838395933,0.33855872718764624,0.41647168928404305,0.7550304164716893,0.027541805222910838,0.009324518520718758,0.015605329359114694,,
mkgw_mhyper_native,Relation,1,tail,4274,0.5439476641571398,0.5399663310183658,0.003981333138774071,0.18975198876930277,0.2473093121197941,0.43706130088909684,0.09408820382645419,0.01785342379580121,0.02183475693457528,,
mkgw_mhyper_native,Relation,2,head,4274,0.1919620715047046,0.19127650411339328,0.0006855673913113015,0.35493682732802995,0.41647168928404305,0.771408516612073,0.03426086873322072,0.012160444049671463,0.012846011440982763,,
mkgw_mhyper_native,Relation,2,tail,4274,0.5431847473976973,0.5355971045545855,0.007587642843111902,0.18483855872718766,0.25854000935891436,0.443378568086102,0.09062044290088564,0.016750152057019106,0.024337794900131007,,
mkgw_mhyper_native,Relation,3,head,4274,0.19456126140621252,0.1931174451949789,0.0014438162112336095,0.3509592887225082,0.41062236780533456,0.7615816565278428,0.030376722630447158,0.010660992968102653,0.012104809179336262,,
mkgw_mhyper_native,Relation,3,tail,4274,0.5395657696407334,0.5340080802857923,0.00555768935494123,0.19021993448759944,0.2573701450631727,0.4475900795507721,0.10424988580946187,0.01983040644901556,0.02538809580395679,,
mkgw_mhyper_native,Expert-oracle,1,head,4274,0.22159159727226635,0.19402527077677456,0.027566326495491743,0.16261113710809547,0.6469349555451568,0.8095460926532522,0.03351159344452842,0.005449358316318964,0.033015684811810705,,
mkgw_mhyper_native,Expert-oracle,1,tail,4274,0.5819980202709231,0.5399663310183658,0.04203168925255722,0.08984557791296209,0.37248479176415533,0.46233036967711744,0.06892564612258803,0.0061926645089082355,0.04822435376146546,,
mkgw_mhyper_native,Expert-oracle,2,head,4274,0.21816758470163683,0.19127650411339328,0.026891080588243525,0.17220402433317736,0.6373420683200749,0.8095460926532522,0.029681967201780176,0.005111354202271925,0.032002434790515455,,
mkgw_mhyper_native,Expert-oracle,2,tail,4274,0.5837193254596494,0.5355971045545855,0.048122220905064024,0.09007955077211044,0.37903603182030887,0.46911558259241926,0.05566822660680371,0.0050145688450209235,0.053136789750084956,,
mkgw_mhyper_native,Expert-oracle,3,head,4274,0.22131371922373638,0.1931174451949789,0.02819627402875748,0.16424894712213384,0.6434253626579317,0.8076743097800655,0.026280060936435243,0.004316472339115007,0.03251274636787249,,
mkgw_mhyper_native,Expert-oracle,3,tail,4274,0.5846235189080596,0.5340080802857923,0.05061543862226728,0.0795507721104352,0.38628919045390736,0.4658399625643425,0.06412915608812796,0.005101523881601195,0.05571696250386847,,
mkgw_mhyper_adamf,Primary,1,head,4274,0.18471850074188265,0.18471850074188265,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Primary,1,tail,4274,0.5365019821247469,0.5365019821247469,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Primary,2,head,4274,0.1837427902425047,0.1837427902425047,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Primary,2,tail,4274,0.5339654534246362,0.5339654534246362,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Primary,3,head,4274,0.1840206811709998,0.1840206811709998,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Primary,3,tail,4274,0.5353762291517203,0.5353762291517203,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Secondary,1,head,4274,0.13125309257864762,0.18471850074188265,-0.053465408163235015,0.5009358914365933,0.4244267664950866,0.9253626579316799,0.14562013292696693,0.0729463510988854,0.01948094293565038,,
mkgw_mhyper_adamf,Secondary,1,tail,4274,0.44453272437809715,0.5365019821247469,-0.09196925774664969,0.4059429106223678,0.2798315395414132,0.685774450163781,0.32650312311190277,0.13254162812333908,0.040572370376689405,,
mkgw_mhyper_adamf,Secondary,2,head,4274,0.14471704603457364,0.1837427902425047,-0.03902574420793102,0.47870846981750115,0.4361254094525035,0.9148338792700047,0.12716236584789506,0.060873701573419106,0.021847957365488092,,
mkgw_mhyper_adamf,Secondary,2,tail,4274,0.45968712504286235,0.5339654534246362,-0.07427832838177383,0.3961160505381376,0.2709405708937763,0.6670566214319139,0.28888314908214896,0.11443125208144082,0.04015292369966701,,
mkgw_mhyper_adamf,Secondary,3,head,4274,0.14114077344269949,0.1840206811709998,-0.042879907728300304,0.48642957416939636,0.430276087973795,0.9167056621431914,0.1330188733227909,0.06470431390689803,0.021824406178597728,,
mkgw_mhyper_adamf,Secondary,3,tail,4274,0.4565826966923851,0.5353762291517203,-0.07879353245933539,0.39939167056621433,0.270004679457183,0.6693963500233973,0.30291180654421446,0.12098045244992377,0.04218691999058835,,
mkgw_mhyper_adamf,Equal-z,1,head,4274,0.16589448721238984,0.18471850074188265,-0.018824013529492804,0.31516144127281237,0.5481984089845577,0.8633598502573702,0.10444670063837108,0.032917572709379,0.014093559179886198,,
mkgw_mhyper_adamf,Equal-z,1,tail,4274,0.499665070197499,0.5365019821247469,-0.03683691192724787,0.23654656059897053,0.3203088441740758,0.5568554047730463,0.25026154174431364,0.05919850694981307,0.022361595022565205,,
mkgw_mhyper_adamf,Equal-z,2,head,4274,0.17192911602001967,0.1837427902425047,-0.011813674222485028,0.29831539541413193,0.5519419747309312,0.8502573701450632,0.08999227737791061,0.02684608181020965,0.015032407587724622,,
mkgw_mhyper_adamf,Equal-z,2,tail,4274,0.5051109909839163,0.5339654534246362,-0.028854462440719836,0.2262517547964436,0.3263921385119326,0.5526438933083763,0.2337119343908425,0.05287773527279942,0.02402327283207958,,
mkgw_mhyper_adamf,Equal-z,3,head,4274,0.17268550019480453,0.1840206811709998,-0.011335180976195307,0.30252690687880207,0.5528778661675245,0.8554047730463267,0.09119287319033834,0.027588297855663895,0.016253116879468586,,
mkgw_mhyper_adamf,Equal-z,3,tail,4274,0.5045820830943298,0.5353762291517203,-0.030794146057390583,0.22484791764155357,0.33341132428638276,0.5582592419279364,0.24617520214206312,0.05535198157663142,0.024557835519240824,,
mkgw_mhyper_adamf,RRF,1,head,4274,0.1556336231566732,0.18471850074188265,-0.02908487758520943,0.4270004679457183,0.46841366401497425,0.8954141319606925,0.11153269750210382,0.04762451402464658,0.018539636439437145,,
mkgw_mhyper_adamf,RRF,1,tail,4274,0.48077064672387776,0.5365019821247469,-0.055731335400869095,0.3245203556387459,0.3093121197941039,0.6338324754328498,0.2754608866242031,0.08939266489185063,0.03366132949098155,,
mkgw_mhyper_adamf,RRF,2,head,4274,0.16266830176034197,0.1837427902425047,-0.02107448848216272,0.4138979878334113,0.4726251754796444,0.8865231633130557,0.09783948464725019,0.04049556582615479,0.019421077343992076,,
mkgw_mhyper_adamf,RRF,2,tail,4274,0.4890067111571321,0.5339654534246362,-0.044958742267504084,0.3158633598502574,0.3058025269068788,0.6216658867571362,0.2493023439767109,0.07874547598702848,0.03378673371952439,,
mkgw_mhyper_adamf,RRF,3,head,4274,0.15953514317908854,0.1840206811709998,-0.024485537991911274,0.4216190921853065,0.470987365465606,0.8926064576509125,0.10211206964702037,0.04305239810573952,0.01856686011382825,,
mkgw_mhyper_adamf,RRF,3,tail,4274,0.4872110761206357,0.5353762291517203,-0.04816515303108477,0.31796911558259244,0.31048198408984556,0.628451099672438,0.25705366839679467,0.0817351275973898,0.033569974566305026,,
mkgw_mhyper_adamf,Global,1,head,4274,0.18471850074188265,0.18471850074188265,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Global,1,tail,4274,0.5365019821247469,0.5365019821247469,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Global,2,head,4274,0.1837427902425047,0.1837427902425047,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Global,2,tail,4274,0.5339654534246362,0.5339654534246362,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Global,3,head,4274,0.1840206811709998,0.1840206811709998,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Global,3,tail,4274,0.5353762291517203,0.5353762291517203,0.0,0.0,0.0,0.0,,0.0,0.0,,
mkgw_mhyper_adamf,Relation,1,head,4274,0.18505047173330738,0.18471850074188265,0.00033197099142475133,0.05217594759007955,0.12821712681328964,0.1803930744033692,0.03884970136211446,0.0020270199821599264,0.0023589909735846778,,
mkgw_mhyper_adamf,Relation,1,tail,4274,0.5330074370902096,0.5365019821247469,-0.0034945450345373608,0.03673373888628919,0.051240056153486195,0.08797379503977538,0.21063175275270243,0.007737291806779195,0.004242746772241834,,
mkgw_mhyper_adamf,Relation,2,head,4274,0.18292067823430705,0.1837427902425047,-0.0008221120081976272,0.05708937763219467,0.12353766963032288,0.18062704726251755,0.04631910586834576,0.0026443289265035952,0.0018222169183059681,,
mkgw_mhyper_adamf,Relation,2,tail,4274,0.5324401748618607,0.5339654534246362,-0.001525278562775542,0.03532990173139916,0.05030416471689284,0.085634066448292,0.17359441317095456,0.006133073558449729,0.0046077949956741865,,
mkgw_mhyper_adamf,Relation,3,head,4274,0.1845607706697453,0.1840206811709998,0.000540089498745522,0.05264389330837623,0.12634534394010294,0.17898923724847918,0.038891571053797314,0.002047403717151239,0.002587493215896761,,
mkgw_mhyper_adamf,Relation,3,tail,4274,0.5340553367628568,0.5353762291517203,-0.0013208923888636814,0.036499766027140855,0.051240056153486195,0.08773982218062705,0.18162573319453465,0.006629296766108424,0.005308404377244742,,
mkgw_mhyper_adamf,Expert-oracle,1,head,4274,0.20419944367753304,0.18471850074188265,0.01948094293565038,0.0,0.4244267664950866,0.4244267664950866,,0.0,0.01948094293565038,,
mkgw_mhyper_adamf,Expert-oracle,1,tail,4274,0.5770743525014363,0.5365019821247469,0.040572370376689405,0.0,0.2798315395414132,0.2798315395414132,,0.0,0.040572370376689405,,
mkgw_mhyper_adamf,Expert-oracle,2,head,4274,0.20559074760799279,0.1837427902425047,0.021847957365488092,0.0,0.4361254094525035,0.4361254094525035,,0.0,0.021847957365488092,,
mkgw_mhyper_adamf,Expert-oracle,2,tail,4274,0.5741183771243031,0.5339654534246362,0.04015292369966701,0.0,0.2709405708937763,0.2709405708937763,,0.0,0.04015292369966701,,
mkgw_mhyper_adamf,Expert-oracle,3,head,4274,0.20584508734959753,0.1840206811709998,0.021824406178597728,0.0,0.430276087973795,0.430276087973795,,0.0,0.021824406178597728,,
mkgw_mhyper_adamf,Expert-oracle,3,tail,4274,0.5775631491423088,0.5353762291517203,0.04218691999058835,0.0,0.270004679457183,0.270004679457183,,0.0,0.04218691999058835,,
db15k_mhyper_native,Primary,1,head,9902,0.23653299600129352,0.23653299600129352,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Primary,1,tail,9902,0.514213806538398,0.514213806538398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Primary,2,head,9902,0.23890143635456398,0.23890143635456398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Primary,2,tail,9902,0.5107206481914867,0.5107206481914867,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Primary,3,head,9902,0.23624346188841874,0.23624346188841874,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Primary,3,tail,9902,0.5107876037525095,0.5107876037525095,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Secondary,1,head,9902,0.2086183491354982,0.23653299600129352,-0.027914646865795333,0.5377701474449607,0.31771359321349224,0.8554837406584528,0.10509254209882318,0.05651563185984986,0.028600984994054526,,
db15k_mhyper_native,Secondary,1,tail,9902,0.42038004911737414,0.514213806538398,-0.09383375742102376,0.4737426782468188,0.22995354473843668,0.7036962229852555,0.2811692113070351,0.13320185520514055,0.039368097784116804,,
db15k_mhyper_native,Secondary,2,head,9902,0.20768476163395014,0.23890143635456398,-0.03121667472061389,0.5259543526560291,0.3333669965663502,0.8593213492223793,0.11371803551730089,0.05981049575581731,0.028593821035203425,,
db15k_mhyper_native,Secondary,2,tail,9902,0.4201647250988754,0.5107206481914867,-0.09055592309261135,0.4621288628559887,0.2457079377903454,0.707836800646334,0.28869881630053673,0.133416055684837,0.042860132592225667,,
db15k_mhyper_native,Secondary,3,head,9902,0.20649783806951313,0.23624346188841874,-0.02974562381890559,0.5298929509190062,0.328115532215714,0.8580084831347202,0.10772696335575471,0.05708375850612451,0.027338134687218924,,
db15k_mhyper_native,Secondary,3,tail,9902,0.41322318562621974,0.5107876037525095,-0.09756441812628983,0.4741466370430216,0.24560694809129469,0.7197535851343163,0.2934064155065439,0.13911766519927526,0.041553247072985446,,
db15k_mhyper_native,Equal-z,1,head,9902,0.23061395023227022,0.23653299600129352,-0.005919045769023294,0.3679054736416886,0.4258735608967885,0.7937790345384771,0.06616192930037271,0.02434133593630153,0.018422290167278237,,
db15k_mhyper_native,Equal-z,1,tail,9902,0.49068501389394426,0.514213806538398,-0.02352879264445369,0.255503938598263,0.2855988689153706,0.5411028075136336,0.18655126057200533,0.047664581826618216,0.024135789182164514,,
db15k_mhyper_native,Equal-z,2,head,9902,0.23305716830018317,0.23890143635456398,-0.0058442680543808485,0.34861644112300544,0.43981013936578467,0.7884265804887901,0.06939442835964169,0.02419203864850365,0.018347770594122802,,
db15k_mhyper_native,Equal-z,2,tail,9902,0.49398021447962764,0.5107206481914867,-0.016740433711859133,0.22672187436881439,0.30125227226822865,0.527974146637043,0.18084641748561656,0.04100183874522411,0.02426140503336498,,
db15k_mhyper_native,Equal-z,3,head,9902,0.23189816946374853,0.23624346188841874,-0.0043452924246701755,0.36053322561098766,0.4389012320743284,0.7994344576853161,0.07025626082523283,0.025329716334688064,0.020984423910017886,,
db15k_mhyper_native,Equal-z,3,tail,9902,0.48423049206590757,0.5107876037525095,-0.026557111686602016,0.25954352656029084,0.3058977984245607,0.5654413249848516,0.20695049952177974,0.0537126624692965,0.027155550782694486,,
db15k_mhyper_native,RRF,1,head,9902,0.22850829080708304,0.23653299600129352,-0.008024705194210504,0.4519289032518683,0.3659866693597253,0.8179155726115936,0.07034324229424466,0.03179014434121842,0.023765439147007916,,
db15k_mhyper_native,RRF,1,tail,9902,0.48384607566495336,0.514213806538398,-0.0303677308734445,0.3268026661280549,0.27196525954352657,0.5987679256715815,0.20231192171552081,0.06611607540612253,0.03574834453267804,,
db15k_mhyper_native,RRF,2,head,9902,0.22738156844540153,0.23890143635456398,-0.011519867909162453,0.4394061805695819,0.38406382548980006,0.8234700060593819,0.08069465530005428,0.035457730277775816,0.023937862368613363,,
db15k_mhyper_native,RRF,2,tail,9902,0.4798947131954315,0.5107206481914867,-0.030825934996055248,0.32922641890527166,0.2831751161381539,0.6124015350434255,0.20857793564255453,0.06866936681425245,0.03784343181819721,,
db15k_mhyper_native,RRF,3,head,9902,0.23018588151266847,0.23624346188841874,-0.00605758037575022,0.4395071702686326,0.38022621692587355,0.8197333871945062,0.06999952734100129,0.030765294181785256,0.024707713806035033,,
db15k_mhyper_native,RRF,3,tail,9902,0.47596191549232686,0.5107876037525095,-0.034825688260182744,0.3305392849929307,0.2888305392849929,0.6193698242779236,0.21774062240618086,0.07197182964405473,0.03714614138387199,,
db15k_mhyper_native,Global,1,head,9902,0.23653299600129352,0.23653299600129352,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Global,1,tail,9902,0.514213806538398,0.514213806538398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Global,2,head,9902,0.23890143635456398,0.23890143635456398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Global,2,tail,9902,0.5107206481914867,0.5107206481914867,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Global,3,head,9902,0.23624346188841874,0.23624346188841874,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Global,3,tail,9902,0.5107876037525095,0.5107876037525095,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_native,Relation,1,head,9902,0.2373909704711215,0.23653299600129352,0.0008579744698279646,0.11876388608361947,0.22550999798020602,0.3442738840638255,0.04693885885982458,0.0055746412865233,0.006432615756351264,,
db15k_mhyper_native,Relation,1,tail,9902,0.5133962138316357,0.514213806538398,-0.0008175927067621628,0.09806099777822662,0.1524944455665522,0.2505554433447788,0.10309515925457162,0.010109614182608468,0.009292021475846304,,
db15k_mhyper_native,Relation,2,head,9902,0.23919459793514075,0.23890143635456398,0.0002931615805767726,0.11048273076146232,0.23066047263179157,0.3411432033932539,0.054045549318271636,0.0059710998741859395,0.006264261454762713,,
db15k_mhyper_native,Relation,2,tail,9902,0.5106227886802075,0.5107206481914867,-9.785951127928565e-05,0.09351646132094527,0.15542314683902242,0.24893960815996768,0.0995574380308267,0.009310259302822211,0.009212399791542926,,
db15k_mhyper_native,Relation,3,head,9902,0.23735827631240997,0.23624346188841874,0.001114814423991278,0.11613815390830136,0.23005453443748738,0.34619268834578876,0.05035996142406208,0.005848712950683841,0.00696352737467512,,
db15k_mhyper_native,Relation,3,tail,9902,0.5089853627005674,0.5107876037525095,-0.0018022410519422435,0.09472833770955362,0.1623914360735205,0.2571197737830741,0.12139698690914662,0.011499734772851902,0.009697493720909655,,
db15k_mhyper_native,Expert-oracle,1,head,9902,0.265133980995348,0.23653299600129352,0.028600984994054526,0.0,0.31771359321349224,0.31771359321349224,,0.0,0.028600984994054526,,
db15k_mhyper_native,Expert-oracle,1,tail,9902,0.5535819043225146,0.514213806538398,0.039368097784116804,0.0,0.22995354473843668,0.22995354473843668,,0.0,0.039368097784116804,,
db15k_mhyper_native,Expert-oracle,2,head,9902,0.2674952573897674,0.23890143635456398,0.028593821035203425,0.0,0.3333669965663502,0.3333669965663502,,0.0,0.028593821035203425,,
db15k_mhyper_native,Expert-oracle,2,tail,9902,0.5535807807837124,0.5107206481914867,0.042860132592225667,0.0,0.2457079377903454,0.2457079377903454,,0.0,0.042860132592225667,,
db15k_mhyper_native,Expert-oracle,3,head,9902,0.2635815965756376,0.23624346188841874,0.027338134687218924,0.0,0.328115532215714,0.328115532215714,,0.0,0.027338134687218924,,
db15k_mhyper_native,Expert-oracle,3,tail,9902,0.552340850825495,0.5107876037525095,0.041553247072985446,0.0,0.24560694809129469,0.24560694809129469,,0.0,0.041553247072985446,,
db15k_mhyper_adamf,Primary,1,head,9902,0.23653299600129352,0.23653299600129352,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Primary,1,tail,9902,0.514213806538398,0.514213806538398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Primary,2,head,9902,0.23890143635456398,0.23890143635456398,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Primary,2,tail,9902,0.5107206481914867,0.5107206481914867,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Primary,3,head,9902,0.23624346188841874,0.23624346188841874,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Primary,3,tail,9902,0.5107876037525095,0.5107876037525095,0.0,0.0,0.0,0.0,,0.0,0.0,,
db15k_mhyper_adamf,Secondary,1,head,9902,0.18155793593061975,0.23653299600129352,-0.054975060070673765,0.5666532013734599,0.32256109876792566,0.8892143001413856,0.13776099002230086,0.07806270602051404,0.023087645949840283,,
db15k_mhyper_adamf,Secondary,1,tail,9902,0.38779108518398114,0.514213806538398,-0.12642272135441673,0.5018178145829125,0.2506564330438295,0.7524742476267421,0.324806909568011,0.162993893520849,0.03657117216643227,,
db15k_mhyper_adamf,Secondary,2,head,9902,0.17034434653858185,0.23890143635456398,-0.06855708981598216,0.573621490607958,0.33064027469198143,0.9042617652999394,0.15685323976563456,0.08997438920105072,0.02141729938506856,,
db15k_mhyper_adamf,Secondary,2,tail,9902,0.3768081952374914,0.5107206481914867,-0.13391245295399537,0.5168652797414663,0.2541910725106039,0.7710563522520703,0.3330396061477563,0.17213660919654783,0.03822415624255247,,
db15k_mhyper_adamf,Secondary,3,head,9902,0.1873705496097055,0.23624346188841874,-0.04887291227871322,0.5551403756816805,0.3284185013128661,0.8835588769945466,0.13234616974527139,0.0734707023924214,0.024597790113708187,,
db15k_mhyper_adamf,Secondary,3,tail,9902,0.3916585243779396,0.5107876037525095,-0.11912907937457008,0.49252676227024844,0.25631185619066854,0.748838618460917,0.32046090860060705,0.157835573747239,0.03870649437266893,,
db15k_mhyper_adamf,Equal-z,1,head,9902,0.21439898125416496,0.23653299600129352,-0.022134014747128547,0.40688749747525754,0.4195112098565946,0.8263987073318522,0.09793739586237334,0.03984950191168472,0.017715487164556173,,
db15k_mhyper_adamf,Equal-z,1,tail,9902,0.46307067098315585,0.514213806538398,-0.051143135555241984,0.2998384164815189,0.2992324782872147,0.5990708947687335,0.25012452619496334,0.074996941857488,0.02385380630224601,,
db15k_mhyper_adamf,Equal-z,2,head,9902,0.20875525348596624,0.23890143635456398,-0.03014618286859775,0.40517067259139566,0.43183195314077966,0.8370026257321753,0.11521868624524065,0.04668323260108115,0.016537049732483395,,
db15k_mhyper_adamf,Equal-z,2,tail,9902,0.45821089727074926,0.5107206481914867,-0.05250975092073738,0.3064027469198142,0.30630175722076347,0.6127045041405776,0.25314399158449313,0.07756401438773501,0.02505426346699764,,
