split,dataset,pair,variant_id,variant,seed,n_observations,mrr,global_mrr,delta_mrr_vs_global,harmful_query_rate,beneficial_query_rate,mean_harm,fallback_rate,changed_from_anchor_rate,mean_abs_alpha_deviation,p95_abs_alpha_deviation,saturation_rate,n_harmful,n_beneficial,n_unchanged,n_original_triple_clusters
test,MKG-W,M-Hyper + AdaMF-MAT,B_no_anchor_query_soft,No Anchor / Query-soft,3,8548,0.3540028153773101,0.3596984551613601,-0.005695639784049995,0.23748245203556387,0.4349555451567618,0.11223777095175666,0.0,0.9811651848385587,0.439406878802059,0.7,0.0,2030,3718,2800,4274
test,MKG-W,M-Hyper + AdaMF-MAT,C_no_bound,No Bound,1,8548,0.3634727654005904,0.3606102414333147,0.0028625239672756568,0.08341132428638277,0.22905942910622368,0.0411076065490554,0.25362657931679927,0.3329433785680861,0.13623069723912026,0.55,0.521408516612073,713,1958,5877,4274
test,MKG-W,M-Hyper + AdaMF-MAT,C_no_bound,No Bound,2,8548,0.362374032859405,0.35885412183357046,0.003519911025834607,0.0970987365465606,0.26310248011230697,0.039417728486777645,0.22426298549368273,0.3872250818905007,0.16805100608329435,0.6,0.48525970987365463,830,2249,5469,4274
test,MKG-W,M-Hyper + AdaMF-MAT,C_no_bound,No Bound,3,8548,0.36420840435844803,0.3596984551613601,0.004509949197087925,0.08855872718764624,0.23689751988769303,0.03650614045127517,0.24871314927468413,0.3486195601310248,0.15280767430978007,0.65,0.5042115114646701,757,2025,5766,4274
test,MKG-W,M-Hyper + AdaMF-MAT,D_no_fallback,No Fallback,1,8548,0.3627285131968755,0.3606102414333147,0.0021182717635607608,0.0832943378568086,0.28813757604117923,0.023968175926603552,0.0,0.4436125409452504,0.07538605521759476,0.25,0.521408516612073,712,2463,5373,4274
test,MKG-W,M-Hyper + AdaMF-MAT,D_no_fallback,No Fallback,2,8548,0.36075771443152427,0.35885412183357046,0.001903592597953846,0.09370613008890968,0.3122367805334581,0.025072080902641257,0.0,0.4843238184370613,0.09031352363125877,0.30000000000000004,0.48525970987365463,801,2669,5078,4274
test,MKG-W,M-Hyper + AdaMF-MAT,D_no_fallback,No Fallback,3,8548,0.36149922894399594,0.3596984551613601,0.0018007737826357948,0.08949461862423959,0.2959756668226486,0.02832633255689573,0.0,0.46034160037435656,0.08359850257370145,0.30000000000000004,0.5042115114646701,765,2530,5253,4274
dev,DB15K,M-Hyper + NativE,A_full_anchored,Full Anchored,1,15844,0.384856537656124,0.3841293779489628,0.0007271597071611425,0.10313052259530421,0.21806362029790458,0.03970327741510359,0.05150214592274678,0.4446478162080283,0.07578894218631659,0.25,0.5016409997475385,1634,3455,10755,7922
dev,DB15K,M-Hyper + NativE,A_full_anchored,Full Anchored,2,15844,0.3839770333830368,0.38203732246464484,0.0019397109183920418,0.085521332996718,0.20392577631911132,0.02711679107158555,0.054089876293865184,0.4070310527644534,0.0618057308760414,0.25,0.5325675334511487,1355,3231,11258,7922
dev,DB15K,M-Hyper + NativE,A_full_anchored,Full Anchored,3,15844,0.38282850040072613,0.38159433865871994,0.0012341617420062376,0.09921736935117395,0.22854077253218885,0.03941712615441219,0.053395607169906587,0.4368846250946731,0.07170222166119666,0.25,0.5077000757384499,1572,3621,10651,7922
