outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.006211184138659572,0.27588563019026596,0.15095132975927678
2,38046,0.005705543924320735,0.28823003732324026,0.14130263365399778
3,38016,0.012995188137896463,0.32328493265993263,0.14799031986531985
4,37992,0.01256013033517852,0.2988787113076437,0.13839755738050116
5,38022,0.0030490895833301095,0.290700120982589,0.1701120403976645
