pair,label,comparator,seed,direction,n,delta
db15k_mhyper_adamf,D-A,Clip-g,3,tail,9902,-1.873664998403187e-05
db15k_mhyper_adamf,D-A,Linear-g,1,head,9902,-1.4437814105405809e-05
db15k_mhyper_adamf,D-A,Linear-g,1,tail,9902,7.503048956252844e-08
db15k_mhyper_adamf,D-A,Linear-g,2,head,9902,-6.9604070078319e-05
db15k_mhyper_adamf,D-A,Linear-g,2,tail,9902,-4.711487702398373e-05
db15k_mhyper_adamf,D-A,Linear-g,3,head,9902,-2.3076176319818728e-05
db15k_mhyper_adamf,D-A,Linear-g,3,tail,9902,-1.873664998403187e-05
db15k_mhyper_adamf,D-A,R0,1,head,9902,0.05526375516755272
db15k_mhyper_adamf,D-A,R0,1,tail,9902,0.12652019137498322
db15k_mhyper_adamf,D-A,R0,2,head,9902,0.026796976757502464
db15k_mhyper_adamf,D-A,R0,2,tail,9902,0.044183441297728034
db15k_mhyper_adamf,D-A,R0,3,head,9902,0.049058553608393736
db15k_mhyper_adamf,D-A,R0,3,tail,9902,0.11915115253997788
db15k_mhyper_adamf,D-A,R3,1,head,9902,0.0018564709130987833
db15k_mhyper_adamf,D-A,R3,1,tail,9902,0.0030980442304005397
db15k_mhyper_adamf,D-A,R3,2,head,9902,0.0030246764725416243
db15k_mhyper_adamf,D-A,R3,2,tail,9902,0.003405275308939806
db15k_mhyper_adamf,D-A,R3,3,head,9902,0.0010099923766905025
db15k_mhyper_adamf,D-A,R3,3,tail,9902,0.0021586230483128014
db15k_mhyper_adamf,D-A,Expanded-radius,1,head,9902,-0.0001244803271254404
db15k_mhyper_adamf,D-A,Expanded-radius,1,tail,9902,-4.9540869867665254e-05
db15k_mhyper_adamf,D-A,Expanded-radius,2,head,9902,-0.00020932903287882506
db15k_mhyper_adamf,D-A,Expanded-radius,2,tail,9902,-7.616651296202687e-05
db15k_mhyper_adamf,D-A,Expanded-radius,3,head,9902,-0.00016865266809760568
db15k_mhyper_adamf,D-A,Expanded-radius,3,tail,9902,-4.44018803802314e-05
db15k_mhyper_adamf,D-A,No-fallback,1,head,9902,0.004184932384040737
db15k_mhyper_adamf,D-A,No-fallback,1,tail,9902,0.0015334139078249439
db15k_mhyper_adamf,D-A,No-fallback,2,head,9902,0.008021775134091061
db15k_mhyper_adamf,D-A,No-fallback,2,tail,9902,0.0019457853587323641
db15k_mhyper_adamf,D-A,No-fallback,3,head,9902,0.0028905323337575354
db15k_mhyper_adamf,D-A,No-fallback,3,tail,9902,0.000626965838244983
mkgw_native_adamf,W-NA,Primary,1,head,4274,0.0034117862110636388
mkgw_native_adamf,W-NA,Primary,1,tail,4274,0.010171006242231629
mkgw_native_adamf,W-NA,Primary,2,head,4274,0.005594791758805036
mkgw_native_adamf,W-NA,Primary,2,tail,4274,0.006944944788067236
mkgw_native_adamf,W-NA,Primary,3,head,4274,0.0037520692822820053
mkgw_native_adamf,W-NA,Primary,3,tail,4274,0.007500918569989037
mkgw_native_adamf,W-NA,Secondary,1,head,4274,0.04977925135942699
mkgw_native_adamf,W-NA,Secondary,1,tail,4274,0.061968435460534446
mkgw_native_adamf,W-NA,Secondary,2,head,4274,0.035113331413236505
mkgw_native_adamf,W-NA,Secondary,2,tail,4274,0.047872797708889685
mkgw_native_adamf,W-NA,Secondary,3,head,4274,0.0436508717303669
mkgw_native_adamf,W-NA,Secondary,3,tail,4274,0.04929742603434974
mkgw_native_adamf,W-NA,Equal-z,1,head,4274,0.018356073702638993
mkgw_native_adamf,W-NA,Equal-z,1,tail,4274,0.01879226081256112
mkgw_native_adamf,W-NA,Equal-z,2,head,4274,0.015155337729534145
mkgw_native_adamf,W-NA,Equal-z,2,tail,4274,0.015802194382930294
mkgw_native_adamf,W-NA,Equal-z,3,head,4274,0.018807155624122704
mkgw_native_adamf,W-NA,Equal-z,3,tail,4274,0.015075763982253803
mkgw_native_adamf,W-NA,RRF,1,head,4274,0.03708284499781049
mkgw_native_adamf,W-NA,RRF,1,tail,4274,0.06779770438019624
mkgw_native_adamf,W-NA,RRF,2,head,4274,0.03093792303065543
mkgw_native_adamf,W-NA,RRF,2,tail,4274,0.0570275744792597
mkgw_native_adamf,W-NA,RRF,3,head,4274,0.03549910276096087
mkgw_native_adamf,W-NA,RRF,3,tail,4274,0.05850458046847763
mkgw_native_adamf,W-NA,Global,1,head,4274,-2.450740560461483e-05
mkgw_native_adamf,W-NA,Global,1,tail,4274,0.0012964958740377195
mkgw_native_adamf,W-NA,Global,2,head,4274,4.2881245318527704e-05
mkgw_native_adamf,W-NA,Global,2,tail,4274,-0.00016163139825285848
mkgw_native_adamf,W-NA,Global,3,head,4274,-0.000184353755570495
mkgw_native_adamf,W-NA,Global,3,tail,4274,-0.00013536704370859868
mkgw_native_adamf,W-NA,Relation,1,head,4274,0.0010375183331911876
mkgw_native_adamf,W-NA,Relation,1,tail,4274,0.0039417855020372665
mkgw_native_adamf,W-NA,Relation,2,head,4274,-0.00027126676014088257
mkgw_native_adamf,W-NA,Relation,2,tail,4274,-0.0008261869294336821
mkgw_native_adamf,W-NA,Relation,3,head,4274,0.0009798106467089807
mkgw_native_adamf,W-NA,Relation,3,tail,4274,-0.0030517942941305745
mkgw_native_adamf,W-NA,Query-soft,1,head,4274,0.016733979672560757
mkgw_native_adamf,W-NA,Query-soft,1,tail,4274,0.02097112661905912
mkgw_native_adamf,W-NA,Query-soft,2,head,4274,0.015412253564308568
mkgw_native_adamf,W-NA,Query-soft,2,tail,4274,0.01642011455701592
mkgw_native_adamf,W-NA,Query-soft,3,head,4274,0.01760631014034538
mkgw_native_adamf,W-NA,Query-soft,3,tail,4274,0.014483319181155469
mkgw_native_adamf,W-NA,Expanded-radius,1,head,4274,3.1328886532892756e-06
mkgw_native_adamf,W-NA,Expanded-radius,1,tail,4274,0.00018652336784346995
mkgw_native_adamf,W-NA,Expanded-radius,2,head,4274,2.011737651545316e-05
mkgw_native_adamf,W-NA,Expanded-radius,2,tail,4274,-0.00035435561766632514
mkgw_native_adamf,W-NA,Expanded-radius,3,head,4274,3.641538533782291e-05
mkgw_native_adamf,W-NA,Expanded-radius,3,tail,4274,-0.00045982498700731844
mkgw_native_adamf,W-NA,No-fallback,1,head,4274,0.003075767281461373
mkgw_native_adamf,W-NA,No-fallback,1,tail,4274,0.005979393376273992
mkgw_native_adamf,W-NA,No-fallback,2,head,4274,0.004309065970917591
mkgw_native_adamf,W-NA,No-fallback,2,tail,4274,0.0018777176256315697
mkgw_native_adamf,W-NA,No-fallback,3,head,4274,0.0036785008275456743
mkgw_native_adamf,W-NA,No-fallback,3,tail,4274,0.0014105965961150374
db15k_native_adamf,D-NA,Primary,1,head,9902,-0.0001955428155639094
db15k_native_adamf,D-NA,Primary,1,tail,9902,0.00011754667155374359
db15k_native_adamf,D-NA,Primary,2,head,9902,-6.757238657533295e-05
db15k_native_adamf,D-NA,Primary,2,tail,9902,-5.5008794607441524e-05
db15k_native_adamf,D-NA,Primary,3,head,9902,-0.00022934348644584974
db15k_native_adamf,D-NA,Primary,3,tail,9902,0.0003406913004098909
db15k_native_adamf,D-NA,Secondary,1,head,9902,0.026864870389314514
db15k_native_adamf,D-NA,Secondary,1,tail,9902,0.032706510604946726
db15k_native_adamf,D-NA,Secondary,2,head,9902,0.037272842708792935
db15k_native_adamf,D-NA,Secondary,2,tail,9902,0.04330152106677658
db15k_native_adamf,D-NA,Secondary,3,head,9902,0.01889794497336178
db15k_native_adamf,D-NA,Secondary,3,tail,9902,0.02190535254869013
db15k_native_adamf,D-NA,Equal-z,1,head,9902,0.012743341950775802
db15k_native_adamf,D-NA,Equal-z,1,tail,9902,0.014329986472089093
db15k_native_adamf,D-NA,Equal-z,2,head,9902,0.01716568477124877
db15k_native_adamf,D-NA,Equal-z,2,tail,9902,0.015935722910565976
db15k_native_adamf,D-NA,Equal-z,3,head,9902,0.008250421061913923
db15k_native_adamf,D-NA,Equal-z,3,tail,9902,0.005624585950356503
db15k_native_adamf,D-NA,RRF,1,head,9902,0.022808893216746916
db15k_native_adamf,D-NA,RRF,1,tail,9902,0.032670686124565425
db15k_native_adamf,D-NA,RRF,2,head,9902,0.028089332453132786
db15k_native_adamf,D-NA,RRF,2,tail,9902,0.03781680650940753
db15k_native_adamf,D-NA,RRF,3,head,9902,0.017381911804599786
db15k_native_adamf,D-NA,RRF,3,tail,9902,0.027781227254901453
db15k_native_adamf,D-NA,Global,1,head,9902,-0.0001955428155639094
db15k_native_adamf,D-NA,Global,1,tail,9902,0.00011754667155374359
db15k_native_adamf,D-NA,Global,2,head,9902,-6.757238657533295e-05
db15k_native_adamf,D-NA,Global,2,tail,9902,-5.5008794607441524e-05
db15k_native_adamf,D-NA,Global,3,head,9902,-0.00022934348644584974
db15k_native_adamf,D-NA,Global,3,tail,9902,0.0003406913004098909
db15k_native_adamf,D-NA,Relation,1,head,9902,0.0017228215243599457
db15k_native_adamf,D-NA,Relation,1,tail,9902,4.371356796026759e-05
db15k_native_adamf,D-NA,Relation,2,head,9902,0.0011244941278230577
db15k_native_adamf,D-NA,Relation,2,tail,9902,0.0002303013539133682
db15k_native_adamf,D-NA,Relation,3,head,9902,-0.00025233350193406895
db15k_native_adamf,D-NA,Relation,3,tail,9902,-0.0027442419818465447
db15k_native_adamf,D-NA,Query-soft,1,head,9902,0.013097757716681625
db15k_native_adamf,D-NA,Query-soft,1,tail,9902,0.014092028334808318
db15k_native_adamf,D-NA,Query-soft,2,head,9902,0.017184752688029346
db15k_native_adamf,D-NA,Query-soft,2,tail,9902,0.014769607992166402
db15k_native_adamf,D-NA,Query-soft,3,head,9902,0.007835330924408574
db15k_native_adamf,D-NA,Query-soft,3,tail,9902,0.006468073357300359
db15k_native_adamf,D-NA,Expanded-radius,1,head,9902,-0.00016468275045114093
db15k_native_adamf,D-NA,Expanded-radius,1,tail,9902,-0.0003124402123282568
db15k_native_adamf,D-NA,Expanded-radius,2,head,9902,-3.0191070546026424e-05
db15k_native_adamf,D-NA,Expanded-radius,2,tail,9902,-4.478350674185099e-05
db15k_native_adamf,D-NA,Expanded-radius,3,head,9902,-6.81210221695788e-05
db15k_native_adamf,D-NA,Expanded-radius,3,tail,9902,-0.0008171964856079865
db15k_native_adamf,D-NA,No-fallback,1,head,9902,0.0002688025174071306
db15k_native_adamf,D-NA,No-fallback,1,tail,9902,0.001201448404389422
db15k_native_adamf,D-NA,No-fallback,2,head,9902,0.0005338923994092933
db15k_native_adamf,D-NA,No-fallback,2,tail,9902,0.00012377970911195025
db15k_native_adamf,D-NA,No-fallback,3,head,9902,0.0003039091076224989
db15k_native_adamf,D-NA,No-fallback,3,tail,9902,0.0014592350611140423
