outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,-0.0012188687466406706,0.2980658046883212,0.11802270577105015
2,38046,-0.0010804957265865764,0.2984019345003417,0.11754192293539399
3,38016,-0.0009446464649498725,0.2999263468013468,0.11529356060606061
4,37992,-0.001019837585446698,0.30390608549168246,0.11720888608128027
5,38022,-0.0010590438158449825,0.2998264162853085,0.11803692599021619
