outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.011367234259827984,0.34716135943129806,0.15911968059207324
2,20496,0.01536921570253158,0.3321135831381733,0.11441256830601093
3,20514,0.014531079017531446,0.3625329043579994,0.13829579799161548
4,20502,0.011702952158213206,0.4027899717100771,0.16817871427177836
5,20574,0.015088298068896076,0.27525031593273064,0.10129289394381258
