outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.00012897956110746747,0.32057649235563346,0.08170221053656636
2,20496,5.684554998164515e-05,0.32123341139734585,0.07728337236533958
3,20514,0.00016940342631982733,0.3168080335380716,0.07872672321341523
4,20502,3.4799593183619584e-05,0.32333430884791725,0.08052872890449712
5,20574,-4.9736203743128156e-05,0.3193836881500923,0.08131622436084378
