dataset,pair_id,representation,learner,scope,value,count,oof_mrr,fold_specific_global_mrr,delta_mrr,clustered_ci95_low,clustered_ci95_high,headroom_recovery,negative_transfer_rate,positive_gain_rate,changed_rate,spearman_pred_u_actual_u,positive_ap,positive_prevalence,positive_ap_lift,harmful_ap,harmful_prevalence,harmful_ap_lift,positive_vs_harmful_auroc
mkg_w,mkgw_native_adamf,X1,hist_gbdt,direction,head,12828,0.18290811388090414,0.18299266870326894,-8.455482236478532e-05,-0.0007363935138562861,0.0005648875534103091,-0.0017746871776267573,0.08801060180854381,0.09245400685999376,0.22879638291237916,0.11336698802298305,0.39523554777628306,0.34195120049890865,0.05328434727737441,0.47925255516511495,0.49214998440910507,-0.012897429243990122,0.5583004748296573
mkg_w,mkgw_native_adamf,X1,hist_gbdt,direction,tail,12828,0.4881011774793968,0.4867179107759113,0.001383266703485443,-0.00019508148168974202,0.0029484905289301343,0.02903282879979216,0.05113813532896788,0.06984720922980979,0.27400997817274714,0.1251481722732701,0.27327851608349113,0.2543264733395697,0.018952042743921427,0.3492217435568797,0.30914016214530715,0.04008158141157253,0.5903608627981681
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed,1,8552,0.3344577544487936,0.3345257176380267,-6.796318923306281e-05,-0.0015704487371649106,0.001483062796373585,-0.001426452059259124,0.08021515434985968,0.0995088868101029,0.28367633302151546,0.1249824728258949,0.3478184623239938,0.30886342376052384,0.03895503856346999,0.40950273070323356,0.39751520112254446,0.011987529580689105,0.5750611629695194
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed,2,8552,0.3344255173588806,0.334091034062247,0.0003344832966336139,-0.0009208227834395545,0.0015667859873117673,0.007020335458870534,0.06407857811038353,0.06524789522918616,0.2239242282507016,0.09800882263693733,0.308931372723273,0.2811973807296539,0.02773399199361909,0.4033944260257203,0.4100152011225444,-0.0066207750968241275,0.5569439384443668
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed,3,8552,0.3376306652327771,0.3359491175184967,0.0016815477142804356,0.00022495263989823149,0.0031560764204786916,0.035293329033636696,0.06442937324602432,0.07869504209541628,0.2466089803554724,0.11505182960731176,0.33136161250789,0.30435570626753977,0.027005906240350208,0.40197502575260996,0.39440481758652945,0.007570208166080505,0.5672299786575706
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,1_head,4276,0.18315484648735672,0.18382173480450886,-0.0006668883171521089,-0.0018312425024182536,0.00046409363927326795,-0.013997050815777427,0.10219831618334893,0.12207670720299345,0.2747895229186155,0.13434199996315097,0.42176613239053745,0.35365996258185217,0.06810616980868528,0.4814894993966222,0.484810570626754,-0.0033210712301317558,0.5730337910066592
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,1_tail,4276,0.48576066241023047,0.4852297004715445,0.0005309619386859837,-0.0023466859610360396,0.0032949864350289154,0.011144146697259188,0.05823199251637044,0.07694106641721235,0.29256314312441534,0.12902955407143826,0.28526208579430273,0.2640668849391955,0.021195200855107232,0.3558945583342965,0.3102198316183349,0.04567472671596162,0.5914449238883396
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,2_head,4276,0.18080950450293062,0.18054802933677727,0.00026147516615335247,-0.0007392048124690571,0.001313845102791348,0.0054879971557179755,0.0853601496725912,0.07109448082319925,0.20556594948550047,0.08974639815605785,0.3620545886329454,0.3241463985032741,0.03790819012967128,0.48053288585601195,0.503987371375117,-0.023454485519105006,0.5427296806658611
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,2_tail,4276,0.4880415302148305,0.48763403878771666,0.00040749142711387514,-0.001822143473513837,0.0027090125772509495,0.008552673762023089,0.042797006548175864,0.05940130963517306,0.2422825070159027,0.11824819977955593,0.2580441282989563,0.2382483629560337,0.0197957653429226,0.34621396705251506,0.31604303086997193,0.03017093618254313,0.5862652200717093
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,3_head,4276,0.18475999065242504,0.1846082419685207,0.00015174868390440067,-0.0008849762387868359,0.0011449872047070348,0.0031849921271791854,0.0764733395696913,0.08419083255378859,0.20603367633302153,0.11458378853354874,0.39912735357497525,0.3480472404115996,0.05108011316337563,0.4755263934837819,0.4876520112254443,-0.012125617741662431,0.5569235213694691
mkg_w,mkgw_native_adamf,X1,hist_gbdt,seed_x_direction,3_tail,4276,0.4905013398131292,0.48728999306847276,0.0032113467446564705,0.00047129996229177063,0.005911576235785451,0.06740166594009421,0.052385406922357346,0.07319925163704397,0.2871842843779233,0.12601273668095792,0.2761281860415179,0.26066417212347986,0.015464013918038033,0.3447225817464327,0.3011576239476146,0.04356495779881814,0.5921062705852603
