pair,label,dataset,split,partition,group,defined_relations,n_observations,n_triples,n_relations,mass,delta_contribution,global_mrr,adc_mrr,delta_mrr,mean_gain,mean_loss,harm_rate,gain_rate,action_rate,fallback_rate
mkgw_native_adamf,W-NA,mkg_w,dev_oof,named_group,R5,1,1008,168,1,0.03928905519176801,1.3102327971796396e-05,0.15481289432767875,0.15514637977057993,0.00033348544290119874,0.00038783443943260585,5.434899653140713e-05,0.010912698412698412,0.005952380952380952,0.01984126984126984,0.9801587301587301
mkgw_native_adamf,W-NA,mkg_w,dev_oof,named_group,Other,164,14706,2451,99,0.573199251637044,0.00013708222767660024,0.39568842894766093,0.39592758178550064,0.00023915283783971546,0.0012981555755234232,0.001059002737683708,0.014211886304909561,0.024683802529579763,0.0536515707874337,0.9463484292125663
mkgw_native_adamf,W-NA,mkg_w,test,frequency,Train-zero,1,0,0,0,0.0,0.0,,,,,,,,,
mkgw_native_adamf,W-NA,mkg_w,test,frequency,1-99,128,1578,263,58,0.061534861956013105,-1.8199753269060453e-07,0.3987865952972049,0.39878363766429725,-2.957632907679254e-06,0.0015045914445859694,0.0015075490774936486,0.017110266159695818,0.015842839036755388,0.05576679340937896,0.944233206590621
mkgw_native_adamf,W-NA,mkg_w,test,frequency,100-999,30,9072,1512,30,0.3537669630322883,2.6063916274149457e-05,0.39345432567263255,0.3935280010550107,7.367538237811824e-05,0.0013222554866719354,0.0012485801042938169,0.013227513227513227,0.022707231040564373,0.04982363315696649,0.9501763668430335
mkgw_native_adamf,W-NA,mkg_w,test,frequency,1000+,10,14994,2499,10,0.5846981750116986,0.00011303766729515465,0.3085294204650451,0.3087227469916636,0.00019332652661844377,0.0007335859790300156,0.0005402594524115719,0.0058690142723756165,0.011404561824729893,0.025743630785647592,0.9742563692143524
mkgw_native_adamf,W-NA,mkg_w,test,named_group,R1,1,4812,802,1,0.1876462330369677,6.794837150445341e-05,0.14032345288442685,0.1406855617869331,0.0003621089025062767,0.0003621290115421421,2.0109035865419802e-08,0.00020781379883624273,0.0024937655860349127,0.0027015793848711553,0.9972984206151289
mkgw_native_adamf,W-NA,mkg_w,test,named_group,R2,1,2910,485,1,0.11347683668694432,-2.441937739808747e-05,0.4833365324889868,0.4831213398724932,-0.00021519261649366152,0.0012206867961898748,0.0014358794126835366,0.003436426116838488,0.004467353951890034,0.037800687285223365,0.9621993127147767
mkgw_native_adamf,W-NA,mkg_w,test,named_group,R3,1,1026,171,1,0.04000935891436593,-4.322722626598017e-05,0.49683975122439306,0.49575932335854045,-0.0010804278658526274,5.835816828582289e-05,0.0011387860341384505,0.003898635477582846,0.005847953216374269,0.009746588693957114,0.9902534113060428
mkgw_native_adamf,W-NA,mkg_w,test,named_group,R4,1,930,155,1,0.03626579316799251,-8.437353421773595e-07,0.2159499877065761,0.2159267223849473,-2.3265321628813126e-05,6.520787281117881e-05,8.847319443999196e-05,0.004301075268817204,0.008602150537634409,0.012903225806451613,0.9870967741935484
mkgw_native_adamf,W-NA,mkg_w,test,named_group,R5,1,936,156,1,0.036499766027140855,2.5847587838644783e-06,0.1654342055879596,0.16550502135105088,7.081576309126141e-05,0.00014337858946183099,7.256282637056959e-05,0.019230769230769232,0.016025641025641024,0.035256410256410256,0.9647435897435898
mkgw_native_adamf,W-NA,mkg_w,test,named_group,Other,164,15030,2505,93,0.5861020121665886,0.00013687679475454066,0.39105853398253576,0.39129207147586137,0.00023353749332571128,0.001318672701374269,0.0010851352080485576,0.013173652694610778,0.02315369261477046,0.04976713240186294,0.9502328675981371
db15k_native_adamf,D-NA,db15k,dev_oof,frequency,Train-zero,6,0,0,0,0.0,0.0,,,,,,,,,
db15k_native_adamf,D-NA,db15k,dev_oof,frequency,1-99,186,1968,328,101,0.04140368593789447,1.0085732426405435e-05,0.3183950936083054,0.31863868864575046,0.00024359503744507272,0.0003976027739758247,0.00015400773653075195,0.009146341463414634,0.051829268292682924,0.08434959349593496,0.8963414634146342
db15k_native_adamf,D-NA,db15k,dev_oof,frequency,100-999,68,13854,2309,68,0.2914668013127998,3.3817277101289033e-06,0.3532897601984568,0.35330136264406947,1.1602445612663998e-05,0.00047619350480021587,0.0004645910591875518,0.00512487368269092,0.021076945286559838,0.043453154323661036,0.9490399884509889
db15k_native_adamf,D-NA,db15k,dev_oof,frequency,1000+,19,31710,5285,19,0.6671295127493058,1.7045338740250422e-05,0.3070872260370008,0.30711277630634803,2.5550269347259002e-05,0.00040158780033060486,0.00037603753098334585,0.004698833175654368,0.016020182907600128,0.03345947650583412,0.9601072216966257
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,R1,1,6252,1042,1,0.13153244130270134,-3.696354178018549e-06,0.3266151362771591,0.3265870340527846,-2.8102224374532578e-05,0.0004407146348396711,0.0004688168592142037,0.0025591810620601407,0.0035188739603326936,0.03230966090850928,0.9430582213691618
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,R2,1,3558,593,1,0.07485483463771775,-1.4101958578406536e-05,0.11015017085976138,0.10996178010789266,-0.00018839075186869575,0.0001484635236403467,0.0003368542755090425,0.008150646430578976,0.025576166385609892,0.040191118605958406,0.9598088813940416
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,R3,1,3222,537,1,0.06778591264832114,3.0536373094233426e-05,0.18013550818371116,0.18058599076779408,0.0004504825840828998,0.0005073710544243123,5.688847034141249e-05,0.009621353196772191,0.035381750465549346,0.0521415270018622,0.9475481067659839
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,R4,1,2472,412,1,0.0520070689219894,2.4754221101662904e-06,0.24112324837010116,0.24117084617096704,4.7597800865867355e-05,5.132062880534785e-05,3.7228279394804925e-06,0.003236245954692557,0.009708737864077669,0.014967637540453074,0.9846278317152104
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,R5,1,1746,291,1,0.03673314819490028,-2.1216591641098108e-05,0.33389890496249214,0.3333213178869568,-0.0005775870755353237,0.0005682670915101378,0.0011458541670454614,0.0028636884306987398,0.017754868270332187,0.03379152348224513,0.9541809851088202
db15k_native_adamf,D-NA,db15k,dev_oof,named_group,Other,274,30282,5047,183,0.6370865942943701,3.651590806990825e-05,0.3654138073547557,0.3654711243794694,5.731702471365428e-05,0.00046485128576386836,0.00040753426105021414,0.0049204147678488875,0.020474209101116175,0.040287959844131825,0.9541311670299187
db15k_native_adamf,D-NA,db15k,test,frequency,Train-zero,6,42,7,6,0.0007069278933548778,9.652366756204267e-08,0.001645598475750877,0.0017821380980650695,0.00013653962231419237,0.00030013896165312663,0.00016359933933893423,0.19047619047619047,0.6190476190476191,0.8095238095238095,0.19047619047619047
db15k_native_adamf,D-NA,db15k,test,frequency,1-99,186,2388,398,98,0.04019390022217734,1.0365465783949727e-05,0.3125986016057139,0.31285648814388645,0.0002578865381725382,0.001131647446945645,0.0008737609087731067,0.011725293132328308,0.04690117252931323,0.08333333333333333,0.8982412060301508
db15k_native_adamf,D-NA,db15k,test,frequency,100-999,68,17304,2884,68,0.29125429206220965,-3.797048742154414e-05,0.35224649792744905,0.35211612907639206,-0.00013036885105691058,0.000472367118922919,0.0006027359699798296,0.006010171058714748,0.023347202958853445,0.04282246879334258,0.9500115580212668
db15k_native_adamf,D-NA,db15k,test,frequency,1000+,19,39678,6613,19,0.6678448798222582,1.2636912765215848e-05,0.29588077417855035,0.2958996961066014,1.892192805098553e-05,0.0003767497441040311,0.00035782781605304563,0.005317808357276073,0.017642018246887443,0.036342557588588134,0.9579363879227784
db15k_native_adamf,D-NA,db15k,test,named_group,R1,1,8070,1345,1,0.13583114522318723,-3.388291101823887e-05,0.3225783380800969,0.32232888931808756,-0.000249448762009369,0.0003544956457413815,0.0006039444077507506,0.00322180916976456,0.005452292441140025,0.03767038413878562,0.9403965303593557
db15k_native_adamf,D-NA,db15k,test,named_group,R2,1,4572,762,1,0.07695415067663099,1.0754084881207054e-05,0.09352726645092573,0.09366701310249227,0.0001397466515665515,0.0001609544948758037,2.1207843309252242e-05,0.011592300962379702,0.03783902012248469,0.05446194225721785,0.9455380577427821
db15k_native_adamf,D-NA,db15k,test,named_group,R3,1,3864,644,1,0.06503736618864876,-1.5395521206256205e-05,0.18489544282254944,0.18465872473095882,-0.0002367180915906039,0.0002796725663334219,0.0005163906579240258,0.008281573498964804,0.026915113871635612,0.039337474120082816,0.9598861283643892
db15k_native_adamf,D-NA,db15k,test,named_group,R4,1,3000,500,1,0.05049484952534841,1.674140079802535e-05,0.2229802477018067,0.22331179440321083,0.00033154670140409404,0.00033242975824989194,8.830568457978588e-07,0.002,0.010666666666666666,0.015333333333333332,0.9836666666666667
db15k_native_adamf,D-NA,db15k,test,named_group,R5,1,2178,363,1,0.03665926075540295,9.610601935364152e-06,0.3204282196145084,0.32069037989099314,0.0002621602764847819,0.0005094355214397894,0.00024727524495500765,0.012855831037649219,0.023875114784205693,0.049586776859504134,0.9435261707988981
db15k_native_adamf,D-NA,db15k,test,named_group,Other,274,37728,6288,186,0.6350232276307817,-2.699240594918009e-06,0.35702136574298565,0.35701711512587836,-4.250617107327946e-06,0.0005050185131370486,0.0005092691302443766,0.0054601357082273115,0.022185114503816793,0.04126908396946565,0.9535093299406276
