outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,20538,0.012860179505123748,0.3787613204791119,0.1866783523225241
2,20496,0.009617706275493857,0.38792935206869633,0.21935987509758
3,20514,0.01137201150371874,0.3588281173832505,0.20551818270449448
4,20502,0.010949143611297105,0.37986537898741585,0.20061457418788411
5,20574,0.010038110464198039,0.40293574414309324,0.22402060853504424
