dataset,pair_id,representation,k,exact_action_agreement,exact_action_agreement_ci95_low,exact_action_agreement_ci95_high,direction_agreement,direction_agreement_ci95_low,direction_agreement_ci95_high,neighbor_internal_purity,neighbor_internal_purity_ci95_low,neighbor_internal_purity_ci95_high,normalized_action_entropy,normalized_action_entropy_ci95_low,normalized_action_entropy_ci95_high,beneficial_set_jaccard,beneficial_set_jaccard_ci95_low,beneficial_set_jaccard_ci95_high,both_empty_rate,both_empty_rate_ci95_low,both_empty_rate_ci95_high,neighbor_consensus_utility,neighbor_consensus_utility_ci95_low,neighbor_consensus_utility_ci95_high,matched_exact_action_agreement,matched_exact_action_agreement_ci95_low,matched_exact_action_agreement_ci95_high,matched_direction_agreement,matched_direction_agreement_ci95_low,matched_direction_agreement_ci95_high,matched_neighbor_internal_purity,matched_neighbor_internal_purity_ci95_low,matched_neighbor_internal_purity_ci95_high,matched_normalized_action_entropy,matched_normalized_action_entropy_ci95_low,matched_normalized_action_entropy_ci95_high,matched_beneficial_set_jaccard,matched_beneficial_set_jaccard_ci95_low,matched_beneficial_set_jaccard_ci95_high,matched_both_empty_rate,matched_both_empty_rate_ci95_low,matched_both_empty_rate_ci95_high,matched_consensus_utility,matched_consensus_utility_ci95_low,matched_consensus_utility_ci95_high,exact_action_agreement_lift,exact_action_agreement_lift_ci95_low,exact_action_agreement_lift_ci95_high,direction_agreement_lift,direction_agreement_lift_ci95_low,direction_agreement_lift_ci95_high,purity_lift,purity_lift_ci95_low,purity_lift_ci95_high,jaccard_lift,jaccard_lift_ci95_low,jaccard_lift_ci95_high,consensus_utility_lift,consensus_utility_lift_ci95_low,consensus_utility_lift_ci95_high,matched_baseline_supported,matched_baseline_supported_ci95_low,matched_baseline_supported_ci95_high
mkg_w,mkgw_native_adamf,X4,20,0.3240119270346122,0.3180776426566885,0.3301664328032429,0.4876539600873086,0.4833741619893982,0.492009763797942,0.615824758341129,0.6127124259432493,0.6190306361085126,0.7247159894757181,0.7199054234776582,0.7294296562858885,0.2459051974695912,0.2419180253479277,0.2498110444969739,0.2276329123791714,0.2206130632210788,0.234726915731213,-0.003981926537706,-0.00573504990922,-0.0022367873361196,0.2913458000171955,0.2861655245461438,0.2967604036476114,0.4485188289914879,0.4446331103834243,0.4525251491686363,0.577036174877483,0.5744413705854691,0.5797216053005628,0.785102292336115,0.7813552636843465,0.7887156346511556,0.2207446933007249,0.2173811346051215,0.2241180404494786,0.2032164259307027,0.1970483074441826,0.2095898080617002,-0.0065098236666933,-0.0078566995765122,-0.0051273570090553,0.0329749806551456,0.0302585671195133,0.0357173307539339,0.0406287077637347,0.0376835373020002,0.0435611305823425,0.0399206646032154,0.0374050311427035,0.042483817773333,0.0251605041688662,0.0227046040025506,0.0276085915886129,0.0032883954453305,0.0020046980879306,0.0045906406992481,0.906688493919551,0.8980355472404116,0.9153414405986904
mkg_w,mkgw_native_adamf,X4,50,0.3187831306516988,0.3130921616775803,0.3246832709697536,0.481076551294044,0.4770492087620829,0.485260426410976,0.5907312129716238,0.5876410781103837,0.5939944067664484,0.768565379991448,0.7639713500964951,0.7729982057403599,0.2411619527497659,0.2374202825985048,0.2447986135250651,0.2240084190832553,0.217223904739632,0.2308915848144683,-0.0021001119763283,-0.0037446364586034,-0.000457260157008,0.2942397665895067,0.2885875705070809,0.3001409713051635,0.4530849633487651,0.4488509501200978,0.4574589431601564,0.5669816165123446,0.5639355192090107,0.5701092481203008,0.8078125786898108,0.803733532266621,0.8118451523041814,0.224385053668599,0.220752741386695,0.2280211715513123,0.2046587480709872,0.1979277948109233,0.2116962757871495,-0.0039188346181953,-0.0052990087048507,-0.0025338582622711,0.0288263985339506,0.0263985124745548,0.0312522881307128,0.0347825135030864,0.0321966202347724,0.0373525701741222,0.0305897569444443,0.0281096047803895,0.0330804158076404,0.0167768990811669,0.0144581578187905,0.0191215908416162,0.00256178398369,0.0012771956357185,0.0038684787896248,0.8082319925163705,0.7965388213283442,0.8199251637043966
db15k,db15k_mhyper_native,X4,5,0.3804342337793485,0.3743457039468148,0.3865608432214087,0.6181267356728062,0.6143481233695195,0.6219641504670539,0.7718210889506035,0.7698098123369521,0.7738954809391568,0.3990189473395552,0.3957101978002076,0.4022024213566406,0.255522412933398,0.2516935788676807,0.2595276914692642,0.3573718757889417,0.3509929100395523,0.3638141672978203,-0.0058091080639819,-0.0074180879952428,-0.0041757163514229,0.3568133505598586,0.3517680612066182,0.3619457076060208,0.5738624461670963,0.5711239934725544,0.5765643793494896,0.7400845391903437,0.739056352783724,0.7411401995979431,0.4518198420553559,0.4502615093596835,0.4533494276643326,0.2236305907990488,0.220363143658248,0.2269033330014894,0.3362443583117969,0.3309128642463593,0.3416918695849543,-0.0115804741604822,-0.0129630431809807,-0.0102100542708918,0.0240049095607235,0.0215299681268734,0.0265093449146975,0.0455733850129199,0.0428176713020187,0.04839930769872,0.0320386304909563,0.0301976852615115,0.0339269716106666,0.0318918221343491,0.0294347184157329,0.0343262912114759,0.0058104437773037,0.0047492845993529,0.0068802130363312,0.977026003534461,0.9736177732895732,0.9801817722797274
db15k,db15k_mhyper_native,X4,10,0.3793402339476578,0.3734155937052932,0.3852942228393504,0.6150424976857688,0.6116153328284104,0.6185475048388455,0.7307876798788174,0.7286627955903392,0.7329567975258775,0.4598292092856403,0.4568189546024454,0.4627504324960572,0.2535576632391397,0.2498712793110639,0.2573521175582751,0.3561263990574773,0.3499262076075065,0.3624611314482875,-0.0053154690381847,-0.0068821792024632,-0.0037166600406807,0.3590728740486555,0.3539317839250231,0.3642605452517171,0.574891205842241,0.5721673184901411,0.5776335940902606,0.6987889226166982,0.6974094728399014,0.7001991821186266,0.5081450772905953,0.5065376159054119,0.5097294258128469,0.2234417405487765,0.2201769231425772,0.2267432562738757,0.3385281773789103,0.3330619930399818,0.3440066733662925,-0.0100142383360874,-0.0113670311393014,-0.0086474639924712,0.0221356077603273,0.0199848583762645,0.0242849085570394,0.0418458492807179,0.0394461862283866,0.0443314225232189,0.0334731863974309,0.0315708333333333,0.0353837165990738,0.0301159226903632,0.0280133007538448,0.032241456814761,0.0045619070480379,0.0035333339900645,0.0055720313328193,0.9564503913153244,0.9519060843221409,0.9608684675586971
db15k,db15k_mhyper_native,X4,20,0.3772216611966678,0.3714591222755196,0.3831008846671715,0.6122906673398975,0.6090759383152402,0.615593784187495,0.7117457712698815,0.709631406210553,0.7138927985357233,0.4906539081791065,0.4878379239280727,0.4934109508576296,0.2517513627644769,0.2481927558439758,0.2554077666855138,0.3544128166287975,0.3483137149709669,0.3606455124968443,-0.0033153727321485,-0.0048088549091729,-0.001813156564772,0.35182441676267,0.3466495428440983,0.3572323663244407,0.5731032546082937,0.5703421827988479,0.5758877571739099,0.6797639688940037,0.6782992124847969,0.6812813761028618,0.5361216375079391,0.5346565666699097,0.5375384090782747,0.2277689715399719,0.2243490693637419,0.2311591766896541,0.3303220166090608,0.3247614497296168,0.3361130943760561,-0.0072368887951988,-0.0085044856317796,-0.0059543829580916,0.0212302587365591,0.0192725472938838,0.0231896249196509,0.0394819508448539,0.0372912260662062,0.0417594405305946,0.0332796658986174,0.0313424448462722,0.0351665771788544,0.0239823912245049,0.0220046099788399,0.0259775582318625,0.0040327001971607,0.0030077552763985,0.005077558679289,0.8765463266851805,0.8692249431961626,0.8837414794243877
db15k,db15k_mhyper_native,X4,50,0.3742817470335777,0.3687161491205925,0.3800450328199949,0.6074636034671388,0.6043978162080281,0.6105933160817975,0.6941311116721361,0.6920627892788015,0.6962181477741312,0.513811642089495,0.5112807152990879,0.5163355685254243,0.2479371988629164,0.2445327479941162,0.2513807251144089,0.3517710174198422,0.3458351847176639,0.3578633762517883,-0.0002096026708814,-0.0014969390426246,0.0011136401986834,0.3536450939679488,0.3482317261078159,0.3591644994595988,0.5759379758292054,0.573003894034838,0.5788877428107191,0.6714631315551276,0.6697993722489923,0.6731264278000038,0.548241780705486,0.5467797295935409,0.5496632450399255,0.2299391729270404,0.2263295551231802,0.2335210003247053,0.3316349518181332,0.3258278481570221,0.3375489217844933,-0.0031266772095023,-0.0042953433383263,-0.0019378047474638,0.0184211361337379,0.0166084792243724,0.0202594182572757,0.0346870574455624,0.0326930906777976,0.0367854722589269,0.0283563860938081,0.0264518360745416,0.0302341850234728,0.017998025935876,0.0159281739812939,0.0200575634702314,0.0026111000604901,0.0016433699971259,0.0035766343562724,0.7903307245645039,0.7813683413279475,0.7991668770512497
db15k,db15k_mhyper_adamf,X4,5,0.3786922494319638,0.3727760245729192,0.3847599511907767,0.6217874274173184,0.6179836741563578,0.6256291550955148,0.7737734578810054,0.7717115837751408,0.7758436421779012,0.3960414409174868,0.3927363116706181,0.3993343068730557,0.2678068754026817,0.2635968929649319,0.2721017015969666,0.3533871917865864,0.3470375746865269,0.3597744677270049,-0.0127774035543776,-0.0143429960266634,-0.0112078934859224,0.3533695090439296,0.3483045471569954,0.358572706629831,0.5747950904392728,0.5720035980103618,0.5776308460702488,0.7404459517657321,0.7393983237869434,0.7415279039589979,0.4515027076045985,0.4498877764641293,0.4530575238815959,0.2327163715203089,0.2291881122565381,0.2362676039242064,0.3310667097329901,0.3256353420126025,0.3366466356565259,-0.0207169807182323,-0.0220802580665068,-0.0193657485529876,0.0255452196382428,0.0231579991555444,0.0280072014959728,0.0479439276485787,0.0450811066896876,0.0508170958156028,0.0336970284237729,0.0317843167683144,0.0355510451324859,0.0350905038823727,0.0325156773490462,0.0376340972610048,0.0080948984064098,0.0069838147437448,0.0092557472832809,0.977026003534461,0.9736177732895732,0.9801817722797274
db15k,db15k_mhyper_adamf,X4,10,0.3774888496170997,0.371669612050829,0.3834175397626863,0.6184507279306585,0.6149351489522847,0.6220612955482624,0.7330766641420536,0.7308801964992004,0.7352941702432048,0.4567231842400481,0.4536260435306771,0.45976295722144,0.2644361267834272,0.2604498936961522,0.2684643095410118,0.3525372380711933,0.3464065787259109,0.3588361524867458,-0.0109308438783668,-0.012428804555339,-0.0094717135268846,0.3549506620914154,0.3498645200344517,0.360152124968956,0.5761625753376443,0.5733266245468805,0.5790676018528385,0.7006153050899562,0.6992271762706826,0.7020424190250001,0.5068667428697915,0.5051910847100618,0.5084932262820658,0.2326540948953926,0.2291067635885484,0.2361994282129722,0.3325999516079347,0.3271112043654043,0.3382393535787266,-0.016441531330949,-0.0176594958657985,-0.0152301337573649,0.0238184197791561,0.0216896967595287,0.0259758939121001,0.0436495754696229,0.0411651285870588,0.0461380444499576,0.033780454005543,0.0317981610651886,0.0357394458043328,0.0317820318880345,0.0296044899563554,0.0339816341560816,0.0056028156884043,0.0045292351906379,0.0066996845433177,0.9564503913153244,0.9519060843221409,0.9608684675586971
db15k,db15k_mhyper_adamf,X4,20,0.375427080703525,0.3696898931246318,0.3812505259614576,0.6147900361861517,0.6114743225616428,0.6181678132626441,0.7119456366237467,0.7097649741226962,0.7141264569132374,0.488774679459957,0.4858794820402056,0.4916693558076639,0.2607268363061234,0.2568762769374375,0.264582944081344,0.3511739459732397,0.3450906231591349,0.3573929405453169,-0.0073327821847227,-0.0086840824662787,-0.0060218864607209,0.3462512840821817,0.3410402543408188,0.3516186060151811,0.5739001896121354,0.5710683642020022,0.5768130949936289,0.6818421778993969,0.6803793842685483,0.6833601628749232,0.535315595467268,0.5338635621058672,0.5367190186621005,0.2366035470157877,0.2328799133268802,0.2403192901681269,0.323074524769585,0.3174531667737849,0.3288305830880594,-0.0109815296411999,-0.0120517299736981,-0.0099230554147597,0.023289566532258,0.0213141006466458,0.0252939532654633,0.041095970142089,0.0388568108767407,0.0433657498525144,0.0309482406874041,0.0289802235803494,0.0329159133603949,0.0241232892903356,0.0220321601201808,0.0262413119945289,0.0036285417311609,0.00257999447347,0.0046953564692451,0.8765463266851805,0.8692249431961626,0.8837414794243877
db15k,db15k_mhyper_adamf,X4,50,0.3720344189177814,0.3664229676849279,0.3777490427501472,0.6106450391315316,0.6075131490364386,0.6138615879828324,0.69584574602373,0.6937208196583354,0.6980174093242447,0.5113820817835836,0.5087357026132784,0.5139708622637122,0.2577879739240675,0.2540848551397684,0.2615028536924713,0.34811285029033,0.3421357927291087,0.3542199150046284,-0.0027883302911546,-0.0038898620709717,-0.0017118647307234,0.3479775701432149,0.3424695365991964,0.3534760098089378,0.5760111962945216,0.5730592888568269,0.5790609161300696,0.6730954107437598,0.6714473559450046,0.6747346470885003,0.5482625271351392,0.5468518115271348,0.549665112174058,0.2376075653519216,0.2337094969500962,0.2415335568018723,0.3243343715061499,0.318366042430715,0.3302765460802787,-0.0052106057560233,-0.0061029749981347,-0.0043158508474115,0.0195270883245487,0.0176557423585197,0.0214132717871005,0.0361301016876963,0.0340413551076846,0.0382315381431921,0.0268103551083426,0.0248453217242138,0.0287842511195974,0.0201804085721458,0.0179192766913069,0.0224364651543768,0.0024401310110829,0.0014694216746558,0.0033848580595969,0.7903307245645039,0.7813683413279475,0.7991668770512497
