pair,method,base_seed,selector_seed,direction,mrr,delta_vs_global,n
db15k_mhyper_native,R3_softplus,2,37,head,0.23923575821106607,0.00033432185650211966,9902
db15k_mhyper_native,R3_softplus,2,37,tail,0.5107474976169172,2.6849425430498657e-05,9902
db15k_mhyper_native,R3_softplus,3,11,head,0.2369872345312299,0.0007437726428112692,9902
db15k_mhyper_native,R3_softplus,3,11,tail,0.5106403937365172,-0.0001472100159924049,9902
db15k_mhyper_native,R3_softplus,3,23,head,0.2372241281137136,0.0009806662252949355,9902
db15k_mhyper_native,R3_softplus,3,23,tail,0.5109911722630689,0.00020356851055931276,9902
db15k_mhyper_native,R3_softplus,3,37,head,0.23709996803932645,0.0008565061509077994,9902
db15k_mhyper_native,R3_softplus,3,37,tail,0.5111790991962826,0.00039149544377301807,9902
db15k_mhyper_native,R4_swap,1,11,head,0.22841563548422228,-0.008117360517071246,9902
db15k_mhyper_native,R4_swap,1,11,tail,0.478466856943873,-0.035746949594524915,9902
db15k_mhyper_native,R4_swap,1,23,head,0.2283554610292014,-0.008177534972092138,9902
db15k_mhyper_native,R4_swap,1,23,tail,0.47709879161290153,-0.03711501492549632,9902
db15k_mhyper_native,R4_swap,1,37,head,0.22856273385009798,-0.007970262151195506,9902
db15k_mhyper_native,R4_swap,1,37,tail,0.4764986066837571,-0.03771519985464074,9902
db15k_mhyper_native,R4_swap,2,11,head,0.23682696640968925,-0.0020744699448747095,9902
db15k_mhyper_native,R4_swap,2,11,tail,0.49178265645570285,-0.018937991735783914,9902
db15k_mhyper_native,R4_swap,2,23,head,0.23653996628262589,-0.002361470071938113,9902
db15k_mhyper_native,R4_swap,2,23,tail,0.4905359109297315,-0.02018473726175525,9902
db15k_mhyper_native,R4_swap,2,37,head,0.2363684286637376,-0.0025330076908263673,9902
db15k_mhyper_native,R4_swap,2,37,tail,0.49026015550853375,-0.02046049268295297,9902
db15k_mhyper_native,R4_swap,3,11,head,0.22451587383979835,-0.011727588048620298,9902
db15k_mhyper_native,R4_swap,3,11,tail,0.4604064002745234,-0.05038120347798609,9902
db15k_mhyper_native,R4_swap,3,23,head,0.22399656965783007,-0.012246892230588611,9902
db15k_mhyper_native,R4_swap,3,23,tail,0.4585532250449967,-0.052234378707512866,9902
db15k_mhyper_native,R4_swap,3,37,head,0.2241305905098957,-0.012112871378522997,9902
db15k_mhyper_native,R4_swap,3,37,tail,0.4598175444310024,-0.05097005932150719,9902
db15k_mhyper_native,R0_historical,1,1,head,0.20861834913549815,-0.027914646865795333,9902
db15k_mhyper_native,R0_historical,1,1,tail,0.42038004911737414,-0.09383375742102375,9902
db15k_mhyper_native,R0_historical,2,2,head,0.24149405166638113,0.0025926153118171385,9902
db15k_mhyper_native,R0_historical,2,2,tail,0.5091171183129122,-0.001603529878574526,9902
db15k_mhyper_native,R0_historical,3,3,head,0.2064978380695131,-0.029745623818905585,9902
db15k_mhyper_native,R0_historical,3,3,tail,0.41322318562621974,-0.09756441812628983,9902
db15k_mhyper_native,Global,1,-1,head,0.2365329960012935,0.0,9902
db15k_mhyper_native,Global,1,-1,tail,0.5142138065383979,0.0,9902
db15k_mhyper_native,Global,2,-1,head,0.23890143635456398,0.0,9902
db15k_mhyper_native,Global,2,-1,tail,0.5107206481914867,0.0,9902
db15k_mhyper_native,Global,3,-1,head,0.2362434618884187,0.0,9902
db15k_mhyper_native,Global,3,-1,tail,0.5107876037525095,0.0,9902
db15k_mhyper_native,ADC,1,-1,head,0.23631637935225874,-0.00021661664903475242,9902
db15k_mhyper_native,ADC,1,-1,tail,0.5142296111873171,1.5804648919224792e-05,9902
db15k_mhyper_native,ADC,2,-1,head,0.23884304443684387,-5.83919177200765e-05,9902
db15k_mhyper_native,ADC,2,-1,tail,0.5107981970647938,7.754887330702305e-05,9902
db15k_mhyper_native,ADC,3,-1,head,0.23595541644564622,-0.00028804544277247636,9902
db15k_mhyper_native,ADC,3,-1,tail,0.5107699647120254,-1.763904048414819e-05,9902
db15k_mhyper_native,Query-soft,1,-1,head,0.23091265800171196,-0.005620337999581496,9902
db15k_mhyper_native,Query-soft,1,-1,tail,0.49258226994887033,-0.021631536589527513,9902
db15k_mhyper_native,Query-soft,2,-1,head,0.23323499765985345,-0.005666438694710556,9902
db15k_mhyper_native,Query-soft,2,-1,tail,0.49461136093912533,-0.016109287252361333,9902
db15k_mhyper_native,Query-soft,3,-1,head,0.23068162557816482,-0.005561836310253897,9902
db15k_mhyper_native,Query-soft,3,-1,tail,0.48391760324553046,-0.026870000506979092,9902
db15k_mhyper_adamf,R1_source,1,11,head,0.22802814138428334,-0.008504854617010137,9902
db15k_mhyper_adamf,R1_source,1,11,tail,0.49818772820376306,-0.016026078334634777,9902
db15k_mhyper_adamf,R1_source,1,23,head,0.2278047139783836,-0.008728282022909909,9902
db15k_mhyper_adamf,R1_source,1,23,tail,0.4954451465918584,-0.018768659946539534,9902
db15k_mhyper_adamf,R1_source,1,37,head,0.22740674471108588,-0.009126251290207612,9902
db15k_mhyper_adamf,R1_source,1,37,tail,0.4925398610863876,-0.021673945452010256,9902
db15k_mhyper_adamf,R1_source,2,11,head,0.22558702890436744,-0.013314407450196521,9902
db15k_mhyper_adamf,R1_source,2,11,tail,0.49019317797187834,-0.02052747021960846,9902
db15k_mhyper_adamf,R1_source,2,23,head,0.22604159249068115,-0.012859843863882869,9902
db15k_mhyper_adamf,R1_source,2,23,tail,0.48956286475840965,-0.02115778343307704,9902
db15k_mhyper_adamf,R1_source,2,37,head,0.22342209271462032,-0.015479343639943636,9902
db15k_mhyper_adamf,R1_source,2,37,tail,0.4870421422354013,-0.023678505956085418,9902
db15k_mhyper_adamf,R1_source,3,11,head,0.23003112495379033,-0.006212336934628353,9902
db15k_mhyper_adamf,R1_source,3,11,tail,0.49541108062623707,-0.01537652312627251,9902
db15k_mhyper_adamf,R1_source,3,23,head,0.23140559829804422,-0.004837863590374478,9902
db15k_mhyper_adamf,R1_source,3,23,tail,0.5002972260157448,-0.010490377736764768,9902
db15k_mhyper_adamf,R1_source,3,37,head,0.23056263126801643,-0.005680830620402253,9902
db15k_mhyper_adamf,R1_source,3,37,tail,0.4956549502443214,-0.015132653508188139,9902
db15k_mhyper_adamf,R2_init,1,11,head,0.22887219946684753,-0.007660796534445964,9902
db15k_mhyper_adamf,R2_init,1,11,tail,0.4989864657982439,-0.015227340740153968,9902
db15k_mhyper_adamf,R2_init,1,23,head,0.22954207709517882,-0.006990918906114677,9902
db15k_mhyper_adamf,R2_init,1,23,tail,0.4993078085847997,-0.014905997953598163,9902
db15k_mhyper_adamf,R2_init,1,37,head,0.2288868340996037,-0.007646161901689794,9902
db15k_mhyper_adamf,R2_init,1,37,tail,0.5006824445410968,-0.013531361997301086,9902
db15k_mhyper_adamf,R2_init,2,11,head,0.22476063377233393,-0.014140802582230034,9902
db15k_mhyper_adamf,R2_init,2,11,tail,0.4914072466569409,-0.01931340153454585,9902
db15k_mhyper_adamf,R2_init,2,23,head,0.22601549076885813,-0.012885945585705853,9902
db15k_mhyper_adamf,R2_init,2,23,tail,0.4904455943822691,-0.020275053809217694,9902
db15k_mhyper_adamf,R2_init,2,37,head,0.22568537139033723,-0.01321606496422676,9902
db15k_mhyper_adamf,R2_init,2,37,tail,0.49027909221112903,-0.02044155598035767,9902
db15k_mhyper_adamf,R2_init,3,11,head,0.23164929709759727,-0.004594164790821407,9902
db15k_mhyper_adamf,R2_init,3,11,tail,0.501838587830418,-0.008949015922091474,9902
db15k_mhyper_adamf,R2_init,3,23,head,0.230607711918714,-0.005635749969704709,9902
db15k_mhyper_adamf,R2_init,3,23,tail,0.4991212077055304,-0.011666396046979074,9902
db15k_mhyper_adamf,R2_init,3,37,head,0.23114250649133686,-0.00510095539708184,9902
db15k_mhyper_adamf,R2_init,3,37,tail,0.5015214684929583,-0.00926613525955128,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,11,head,0.2284557779574707,-0.00807721804382278,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,11,tail,0.49723604046610953,-0.01697776607228836,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,23,head,0.22798831000952402,-0.00854468599176952,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,23,tail,0.4974170826587813,-0.01679672387961654,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,37,head,0.22872711142058225,-0.00780588458071125,9902
db15k_mhyper_adamf,R3_softplus_fixed,1,37,tail,0.4978969332067244,-0.016316873331673438,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,11,head,0.2256903416357357,-0.01321109471882828,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,11,tail,0.4897976484406975,-0.02092299975078916,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,23,head,0.22602941476294713,-0.012872021591616836,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,23,tail,0.48961072204017875,-0.02110992615130801,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,37,head,0.22567295026189838,-0.013228486092665592,9902
db15k_mhyper_adamf,R3_softplus_fixed,2,37,tail,0.48982411945818544,-0.02089652873330131,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,11,head,0.23109219539926357,-0.005151266489155133,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,11,tail,0.4982376683145724,-0.012549935437937145,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,23,head,0.2314297333456572,-0.004813728542761482,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,23,tail,0.49745665548046347,-0.013330948272046108,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,37,head,0.23122412309921636,-0.0050193387892023215,9902
db15k_mhyper_adamf,R3_softplus_fixed,3,37,tail,0.49793371853885443,-0.012853885213655167,9902
db15k_mhyper_adamf,R3_softplus,1,11,head,0.23494566452313162,-0.0015873314781618653,9902
db15k_mhyper_adamf,R3_softplus,1,11,tail,0.5115175069662482,-0.0026962995721496585,9902
db15k_mhyper_adamf,R3_softplus,1,23,head,0.2350913251419489,-0.0014416708593446106,9902
db15k_mhyper_adamf,R3_softplus,1,23,tail,0.5109618873982251,-0.0032519191401727326,9902
db15k_mhyper_adamf,R3_softplus,1,37,head,0.23485867089014048,-0.001674325111153042,9902
db15k_mhyper_adamf,R3_softplus,1,37,tail,0.5111603026212181,-0.0030535039171797366,9902
db15k_mhyper_adamf,R3_softplus,2,11,head,0.23659581383535824,-0.002305622519205697,9902
db15k_mhyper_adamf,R3_softplus,2,11,tail,0.5081236309851019,-0.0025970172063847262,9902
db15k_mhyper_adamf,R3_softplus,2,23,head,0.23604129839407706,-0.0028601379604869513,9902
db15k_mhyper_adamf,R3_softplus,2,23,tail,0.5070180271818496,-0.0037026210096370864,9902
db15k_mhyper_adamf,R3_softplus,2,37,head,0.23659576855977663,-0.0023056677947873613,9902
db15k_mhyper_adamf,R3_softplus,2,37,tail,0.5072281851076009,-0.0034924630838857897,9902
db15k_mhyper_adamf,R3_softplus,3,11,head,0.23536019358631358,-0.0008832683021051278,9902
db15k_mhyper_adamf,R3_softplus,3,11,tail,0.5089641462720221,-0.0018234574804874468,9902
db15k_mhyper_adamf,R3_softplus,3,23,head,0.23500066109623197,-0.0012428007921867546,9902
db15k_mhyper_adamf,R3_softplus,3,23,tail,0.5076546314618877,-0.0031329722906219036,9902
db15k_mhyper_adamf,R3_softplus,3,37,head,0.2358964778416806,-0.00034698404673808795,9902
db15k_mhyper_adamf,R3_softplus,3,37,tail,0.5093343838749039,-0.0014532198776056238,9902
db15k_mhyper_adamf,R4_swap,1,11,head,0.1913294884674305,-0.045203507533862985,9902
db15k_mhyper_adamf,R4_swap,1,11,tail,0.41028112737897576,-0.10393267915942213,9902
db15k_mhyper_adamf,R4_swap,1,23,head,0.19165720865393304,-0.04487578734736047,9902
db15k_mhyper_adamf,R4_swap,1,23,tail,0.41111209332575166,-0.10310171321264619,9902
db15k_mhyper_adamf,R4_swap,1,37,head,0.1908757003708626,-0.045657295630430916,9902
db15k_mhyper_adamf,R4_swap,1,37,tail,0.41048034654087506,-0.10373345999752279,9902
db15k_mhyper_adamf,R4_swap,2,11,head,0.17957113660608348,-0.059330299748480524,9902
db15k_mhyper_adamf,R4_swap,2,11,tail,0.3969274577718128,-0.1137931904196739,9902
db15k_mhyper_adamf,R4_swap,2,23,head,0.17978801472738107,-0.05911342162718291,9902
db15k_mhyper_adamf,R4_swap,2,23,tail,0.3969929902523803,-0.11372765793910644,9902
db15k_mhyper_adamf,R4_swap,2,37,head,0.17996448770927778,-0.058936948645286195,9902
db15k_mhyper_adamf,R4_swap,2,37,tail,0.39666032338715296,-0.1140603248043338,9902
db15k_mhyper_adamf,R4_swap,3,11,head,0.20180087578229072,-0.03444258610612797,9902
db15k_mhyper_adamf,R4_swap,3,11,tail,0.4247009634279251,-0.08608664032458443,9902
db15k_mhyper_adamf,R4_swap,3,23,head,0.20164756821383029,-0.034595893674588374,9902
db15k_mhyper_adamf,R4_swap,3,23,tail,0.4250773059373351,-0.0857102978151744,9902
db15k_mhyper_adamf,R4_swap,3,37,head,0.20216012537997693,-0.03408333650844173,9902
db15k_mhyper_adamf,R4_swap,3,37,tail,0.42514119024783903,-0.0856464135046706,9902
db15k_mhyper_adamf,R0_historical,1,1,head,0.18155793593061972,-0.054975060070673765,9902
db15k_mhyper_adamf,R0_historical,1,1,tail,0.3877910851839812,-0.12642272135441676,9902
db15k_mhyper_adamf,R0_historical,2,2,head,0.21263865997810982,-0.026262776376454182,9902
db15k_mhyper_adamf,R0_historical,2,2,tail,0.46667844843606265,-0.04404219975542409,9902
db15k_mhyper_adamf,R0_historical,3,3,head,0.18737054960970545,-0.048872912278713224,9902
db15k_mhyper_adamf,R0_historical,3,3,tail,0.39165852437793947,-0.11912907937457008,9902
db15k_mhyper_adamf,Global,1,-1,head,0.2365329960012935,0.0,9902
db15k_mhyper_adamf,Global,1,-1,tail,0.5142138065383979,0.0,9902
db15k_mhyper_adamf,Global,2,-1,head,0.23890143635456398,0.0,9902
db15k_mhyper_adamf,Global,2,-1,tail,0.5107206481914867,0.0,9902
db15k_mhyper_adamf,Global,3,-1,head,0.2362434618884187,0.0,9902
db15k_mhyper_adamf,Global,3,-1,tail,0.5107876037525095,0.0,9902
db15k_mhyper_adamf,ADC,1,-1,head,0.23682169109817242,0.00028869509687894405,9902
db15k_mhyper_adamf,ADC,1,-1,tail,0.5143112765589644,9.747002056649806e-05,9902
db15k_mhyper_adamf,ADC,2,-1,head,0.23943563673561227,0.0005342003810482884,9902
db15k_mhyper_adamf,ADC,2,-1,tail,0.5108618897337908,0.00014124154230393997,9902
db15k_mhyper_adamf,ADC,3,-1,head,0.2364291032180992,0.0001856413296805125,9902
db15k_mhyper_adamf,ADC,3,-1,tail,0.5108096769179173,2.207316540781103e-05,9902
db15k_mhyper_adamf,Query-soft,1,-1,head,0.21398907296936992,-0.022543923031923572,9902
db15k_mhyper_adamf,Query-soft,1,-1,tail,0.464789048176515,-0.049424758361882905,9902
db15k_mhyper_adamf,Query-soft,2,-1,head,0.20799825861434781,-0.030903177740216156,9902
db15k_mhyper_adamf,Query-soft,2,-1,tail,0.46042875353177715,-0.050291894659709624,9902
db15k_mhyper_adamf,Query-soft,3,-1,head,0.21589444978044459,-0.02034901210797409,9902
db15k_mhyper_adamf,Query-soft,3,-1,tail,0.4694613406785416,-0.04132626307396795,9902
