outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,12798,0.00177045152783604,0.40615721206438504,0.17088607594936708
2,12780,0.000445994176273149,0.06103286384976526,0.19358372456964007
3,12786,0.0005729895781045129,0.0687470671046457,0.20170498983262944
4,12780,0.0006493326120349305,0.06697965571205008,0.21275430359937403
5,12816,0.0006916201793364065,0.0640605493133583,0.20021847690387015
