representation,outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
R2,1,w32_lr1e-4_neg1p0,32,0.0001,1.0,152208,0.039474899912590004,0.03331924863066071,0.021470467844757993,0.398822663723326,0.40501996886755715,0.006197305144231169,0.5127958717815874,0.211959949542731,0.21109404243384342,-0.0008659071088875925,0.5049581390418075
R2,1,w32_lr1e-4_neg1p5,32,0.0001,1.5,152208,0.040235884748906145,0.03384884870311666,0.012269735281446073,0.398822663723326,0.4078643640682689,0.009041700344942949,0.5095601748476499,0.211959949542731,0.21352072382918663,0.001560774286455624,0.5039260411487031
R2,1,w32_lr1e-4_neg2p0,32,0.0001,2.0,152208,0.036965048825160975,0.03172809239336867,0.033411779205953236,0.398822663723326,0.4216334274838357,0.022810763760509722,0.5336112401651422,0.211959949542731,0.20888026968772724,-0.003079679855003764,0.4981058023700192
R2,1,w32_lr1e-4_neg3p0,32,0.0001,3.0,152208,0.03867933770276149,0.032734728943454146,0.0288866453467274,0.398822663723326,0.42283180183005586,0.024009138106729888,0.5358653222635663,0.211959949542731,0.21187497351701354,-8.497602571747032e-05,0.4952878982552667
R2,1,w32_lr3e-4_neg1p0,32,0.0003,1.0,152208,0.035479741152565164,0.031069394564368368,0.057795250991960326,0.398822663723326,0.4307252908941445,0.03190262717081854,0.5399804986870322,0.211959949542731,0.2103524640647771,-0.0016074854779539183,0.5011636794840901
R2,1,w32_lr3e-4_neg1p5,32,0.0003,1.5,152208,0.035428907834777035,0.031112855017263772,0.058894046437804305,0.398822663723326,0.44442068769551935,0.04559802397219337,0.5493934500008723,0.211959949542731,0.2144296021259901,0.0024696525832590965,0.5033450680117855
R2,1,w32_lr3e-4_neg2p0,32,0.0003,2.0,152208,0.03527829356535281,0.031037315847035805,0.06278431014263453,0.398822663723326,0.4491355472103816,0.05031288348705565,0.5587419622534022,0.211959949542731,0.21514425417343158,0.003184304630700574,0.5026282509355978
R2,1,w32_lr3e-4_neg3p0,32,0.0003,3.0,152208,0.035919623073538964,0.031282220910991324,0.05492996787308862,0.398822663723326,0.4548024789409669,0.05597981521764095,0.5707996571935625,0.211959949542731,0.21511363370924386,0.003153684166512849,0.48966127769398776
R2,1,w32_lr1e-3_neg1p0,32,0.001,1.0,152208,0.034218283030906765,0.030715216729740376,0.09072131173142214,0.398822663723326,0.459134851381497,0.060312187658171035,0.5610600174979316,0.211959949542731,0.21481198020409106,0.0028520306613600555,0.5056139216370013
R2,1,w32_lr1e-3_neg1p5,32,0.001,1.5,152208,0.03434721091233703,0.030752044655587462,0.08969884528072027,0.398822663723326,0.46936078646042306,0.07053812273709709,0.5737068477222562,0.211959949542731,0.2167515477134443,0.004791598170713285,0.5030784793685747
R2,1,w32_lr1e-3_neg2p0,32,0.001,2.0,152208,0.03444182783724748,0.030805766809680488,0.08821711664320725,0.398822663723326,0.4883634264367744,0.08954076271344841,0.5895957232452277,0.211959949542731,0.21989504827730666,0.007935098734575652,0.4962743615777266
R2,1,w32_lr1e-3_neg3p0,32,0.001,3.0,152208,0.03655694172840885,0.03164943110330086,0.07339136396645757,0.398822663723326,0.4687052406801372,0.06988257695681122,0.5789058534499917,0.211959949542731,0.2193847281429188,0.007424778600187781,0.5043354590310789
R2,1,w64_lr1e-4_neg1p0,64,0.0001,1.0,152208,0.036975789918206166,0.03170738321699334,0.03617869461502968,0.398822663723326,0.41590506888541673,0.017082405162090752,0.5244180665263024,0.211959949542731,0.20831029707160356,-0.003649652471127446,0.500872144577969
R2,1,w64_lr1e-4_neg1p5,64,0.0001,1.5,152208,0.0371155874734416,0.03180787199869994,0.04242782785772301,0.398822663723326,0.42541403995735083,0.026591376234024855,0.5352969296575425,0.211959949542731,0.20949795701808793,-0.002461992524643075,0.5012217037817452
R2,1,w64_lr1e-4_neg2p0,64,0.0001,2.0,152208,0.037761764111049985,0.0321707702540114,0.02808506950552779,0.398822663723326,0.41762456912397594,0.018801905400649965,0.5261268606780979,0.211959949542731,0.2126783162485985,0.0007183667058675014,0.504357219903173
R2,1,w64_lr1e-4_neg3p0,64,0.0001,3.0,152208,0.037544894960706995,0.03205690856206535,0.052079333972388814,0.398822663723326,0.44551862345051574,0.04669595972718976,0.5588081224825312,0.211959949542731,0.21108791984750674,-0.0008720296952242634,0.4914621539552696
R2,1,w64_lr3e-4_neg1p0,64,0.0003,1.0,152208,0.03489916593118409,0.0308814950983856,0.0793070198915786,0.398822663723326,0.4563944340778386,0.05757177035451261,0.561927512633028,0.211959949542731,0.20494433089818212,-0.007015618644548888,0.4938299712501688
R2,1,w64_lr3e-4_neg1p5,64,0.0003,1.5,152208,0.03556487282179874,0.03110346018557264,0.050702228344761124,0.398822663723326,0.4353100105062782,0.036487346782952235,0.5434165655333024,0.211959949542731,0.21375948765392555,0.001799538111194543,0.5014090008337942
R2,1,w64_lr3e-4_neg2p0,64,0.0003,2.0,152208,0.03534705758849507,0.0310416454360439,0.07456296510010074,0.398822663723326,0.4541439602147339,0.055321296491407934,0.5661062908926646,0.211959949542731,0.21791618911031932,0.005956239567588312,0.5075974639686158
R2,1,w64_lr3e-4_neg3p0,64,0.0003,3.0,152208,0.03659946115392953,0.031611725955748175,0.05660268535506153,0.398822663723326,0.45748193547280647,0.05865927174948049,0.5689121428839888,0.211959949542731,0.21413918701619905,0.002179237473468043,0.49022332286732756
R2,1,w64_lr1e-3_neg1p0,64,0.001,1.0,152208,0.034618835043589806,0.0308576485554018,0.09482328628765845,0.398822663723326,0.46411693079434935,0.06529426707102337,0.5693920072803982,0.211959949542731,0.21223746777927613,0.0002775182365451212,0.502671825267871
R2,1,w64_lr1e-3_neg1p5,64,0.001,1.5,152208,0.0347982322038328,0.030844418896876134,0.10539017177708974,0.398822663723326,0.4710724310228672,0.07224976729954125,0.5802862747781051,0.211959949542731,0.22000007990609408,0.008040130363363068,0.5123928873349154
R2,1,w64_lr1e-3_neg2p0,64,0.001,2.0,152208,0.034959881125513806,0.03096865694698831,0.07383114400119044,0.398822663723326,0.4571480764970542,0.058325412773728214,0.565184553542163,0.211959949542731,0.2206042020642675,0.0086442525215365,0.5077897429341727
R2,1,w64_lr1e-3_neg3p0,64,0.001,3.0,152208,0.03709556879948624,0.03198756534980318,0.05955296470956904,0.398822663723326,0.4658429503664397,0.06702028664311371,0.5773161482507155,0.211959949542731,0.21572296959813486,0.003763020055403854,0.4901171941679544
R2,1,w128_lr1e-4_neg1p0,128,0.0001,1.0,152208,0.036063455584457095,0.03127908621769038,0.056377197154266076,0.398822663723326,0.4336222101911622,0.03479954646783623,0.5402668107815607,0.211959949542731,0.2075617820774977,-0.004398167465233305,0.49498754857825006
R2,1,w128_lr1e-4_neg1p5,128,0.0001,1.5,152208,0.036495898171509646,0.031495515926544294,0.0538820833115422,0.398822663723326,0.43485278272538613,0.03603011900206016,0.5457496916404667,0.211959949542731,0.21233236700710495,0.00037241746437394196,0.502047662583244
R2,1,w128_lr1e-4_neg2p0,128,0.0001,2.0,152208,0.037347247171134156,0.031944083103227584,0.03854550756430795,0.398822663723326,0.428464678641633,0.029642014918307036,0.5406836383630012,0.211959949542731,0.2112718770087331,-0.0006880725339979132,0.4973888575060769
R2,1,w128_lr1e-4_neg3p0,128,0.0001,3.0,152208,0.037519265739904654,0.03210212242600539,0.04930264242341869,0.398822663723326,0.4413769054360212,0.04255424171269523,0.5580037596678197,0.211959949542731,0.2139462741217868,0.001986324579055787,0.49364125444903084
R2,1,w128_lr3e-4_neg1p0,128,0.0003,1.0,152208,0.035322900995033796,0.03096776412687561,0.09058563155816274,0.398822663723326,0.4557802022306119,0.05695753850728591,0.5614509170242438,0.211959949542731,0.21566421785925327,0.0037042683165222634,0.5077514095795611
