outer_fold,config_id,hidden_width,learning_rate,negative_weight,count,mae,smooth_l1,spearman,positive_prevalence,positive_auprc,positive_auprc_lift,positive_auroc,harmful_prevalence,harmful_auprc,harmful_auprc_lift,harmful_auroc
2,w64_lr3e-4_neg1p0,64,0.0003,1.0,152184,0.02090467184224017,0.017882418682196033,0.0664245723603174,0.33228197445197916,0.3769840985742836,0.044702124122304454,0.5687821560036573,0.188350943594596,0.17151639259806986,-0.016834550996526143,0.4693574687345901
2,w64_lr3e-4_neg1p5,64,0.0003,1.5,152184,0.02078103201004716,0.017868901622638073,0.06314286773152575,0.33228197445197916,0.3781448752883525,0.045862900836373344,0.5661970632221335,0.188350943594596,0.17672981216255934,-0.011621131432036663,0.48089841778570075
2,w64_lr3e-4_neg2p0,64,0.0003,2.0,152184,0.021259336152340925,0.017989037636344917,0.03547741549986837,0.33228197445197916,0.35440059976946503,0.022118625317485874,0.5413630416654492,0.188350943594596,0.1797166577152051,-0.008634285879390913,0.48763138803737677
2,w64_lr3e-4_neg3p0,64,0.0003,3.0,152184,0.021832113180772775,0.018157205780650425,0.040339427279021046,0.33228197445197916,0.3664520616835904,0.034170087231611246,0.5625561201705016,0.188350943594596,0.1755923815355593,-0.012758562059036693,0.4685265379943917
2,w64_lr1e-3_neg1p0,64,0.001,1.0,152184,0.02046792823737605,0.01779631740793028,0.09500694837338546,0.33228197445197916,0.40581915352879777,0.07353717907681862,0.5904055876860654,0.188350943594596,0.19309989636958924,0.004748952774993237,0.47342994431122826
2,w64_lr1e-3_neg1p5,64,0.001,1.5,152184,0.02050245061677684,0.01781247944924902,0.06417836916090211,0.33228197445197916,0.37624342858495463,0.043961454132975475,0.5662590849970784,0.188350943594596,0.17825887581159283,-0.010092067783003172,0.47892553174266544
2,w64_lr1e-3_neg2p0,64,0.001,2.0,152184,0.02063107419936838,0.017855115591113725,0.04176063241261115,0.33228197445197916,0.36073239004122515,0.028450415589245992,0.5517631904369076,0.188350943594596,0.17858041656968154,-0.00977052702491446,0.47949491954035245
2,w64_lr1e-3_neg3p0,64,0.001,3.0,152184,0.021184123280241343,0.017994229497394626,0.05901992366547209,0.33228197445197916,0.3918024499778114,0.05952047552583223,0.5918392375556522,0.188350943594596,0.1731807043063773,-0.015170239288218701,0.4499238396796129
2,w128_lr1e-4_neg1p0,128,0.0001,1.0,152184,0.021383073226374425,0.017996089897813806,0.05909278621995917,0.33228197445197916,0.36649812584621727,0.034216151394238115,0.5581365146548654,0.188350943594596,0.17416750308418327,-0.014183440510412731,0.47935461021768744
2,w128_lr1e-4_neg1p5,128,0.0001,1.5,152184,0.021765604690714594,0.01812133911303519,0.030374164499167258,0.33228197445197916,0.3548299863829716,0.02254801193099243,0.5425686069928497,0.188350943594596,0.17334090404933009,-0.015010039545265919,0.47213543450744844
