dataset,pair_id,level,level_name,count,fold_specific_global_mrr,oof_mrr,delta_mrr,clustered_ci95_low,clustered_ci95_high,training_adaptive_gain,train_oof_generalization_gap,negative_transfer_ratio,positive_transfer_ratio,changed_rate,support_coverage,available_headroom_recovery,group_alpha_foldwise_mad,median_group_alpha_foldwise_mad,fold_action_median_mad,positive_seed_count,head_delta_mrr,tail_delta_mrr,head_tail_not_both_negative,robust_positive
mkg_w,mkgw_mhyper_adamf,L4,Context,25656,0.35282196536677,0.35346866575835256,0.0006467003915825892,0.0002041063480321812,0.0010960178580909229,0.000992888452001993,0.00034618806041940384,0.03944496414094169,0.10975990021827253,0.1701356407857811,0.25561272217025255,0.01583467235502472,0.028224914260427034,0.0,0.0,3,0.001268426962155945,2.497382100923354e-05,True,True
mkg_w,mkgw_mhyper_adamf,L5,Query,25656,0.35282196536677,0.35873097034538615,0.005909004978616124,0.004638835991968552,0.007187247361493688,0.0124236859776138,0.0065146809989976755,0.07206891175553477,0.2139070782662925,0.34186934830059246,1.0,0.1446839355572693,,,0.0,3,0.0015989727452224072,0.01021903721200984,True,True
mkg_w,mkgw_native_adamf,L0,Global,25656,0.3348552897395901,0.3348552897395901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
mkg_w,mkgw_native_adamf,L1,Direction,25656,0.3348552897395901,0.3348552897395901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
mkg_w,mkgw_native_adamf,L2,Relation,25656,0.3348552897395901,0.33512863262946824,0.0002733428898781332,-0.000825225484773368,0.0013460792444082857,0.0022009232057875155,0.0019275803159093823,0.10508263174306205,0.10921421889616464,0.3695042095416277,0.8940598690364827,0.005737084038440311,0.01060685325660475,0.0,0.0,2,-0.0006247337373901894,0.0011714195171464556,True,False
mkg_w,mkgw_native_adamf,L3,Relation×Direction,25656,0.3348552897395901,0.33423064107611794,-0.0006246486634722292,-0.0018839742675414233,0.0005977145738852804,0.0032739046458322347,0.003898553309304464,0.13252260679763017,0.14183816651075773,0.45346117867165575,0.8940598690364827,-0.013110499704006694,0.004950300810881511,0.0,0.0,1,-0.0013267810642866155,7.748373734215706e-05,True,False
mkg_w,mkgw_native_adamf,L4,Context,25656,0.3348552897395901,0.33485066183231926,-4.627907270851219e-06,-0.00043260543984209387,0.0004176832707599506,0.0006852686222031058,0.000689896529473957,0.04622700342999688,0.046928593701278457,0.12570159027128158,0.25561272217025255,-9.713328540142277e-05,0.010089611682708262,0.0,0.0,1,-0.0006483622417867721,0.0006391064272450697,True,False
mkg_w,mkgw_native_adamf,L5,Query,25656,0.3348552897395901,0.33589397885557737,0.0010386891159871886,0.00013110875169052274,0.0020071449162742845,0.0082344782645857,0.007195789148598512,0.08746492048643592,0.10465388213283443,0.31735266604303086,1.0,0.021800628327623774,,,0.0,2,0.0004307056346446257,0.001646672597329751,True,True
db15k,db15k_mhyper_native,L0,Global,47532,0.38258701302410913,0.38258701302410913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
db15k,db15k_mhyper_native,L1,Direction,47532,0.38258701302410913,0.3825196028442544,-6.741017985475005e-05,-0.0002182688779392882,8.219851121155418e-05,7.056142433931578e-06,7.446632228868162e-05,0.03938399394092401,0.07672725742657578,0.20045443069931834,1.0,-0.0013596467911847097,0.0,0.0,0.0,1,-0.0001348203597095001,0.0,True,False
db15k,db15k_mhyper_native,L2,Relation,47532,0.38258701302410913,0.38281794566097055,0.00023093263686140543,-0.0005820063144922805,0.0010494267405496212,0.0021333229780730553,0.0019023903412116498,0.09195910123706134,0.17150551207607506,0.3786922494319616,0.8514264074728604,0.004657854635086078,0.018939955522609332,0.0,0.0,2,0.001227204957915648,-0.0007653396841928373,True,False
db15k,db15k_mhyper_native,L3,Relation×Direction,47532,0.38258701302410913,0.38365113342401735,0.0010641203999082601,0.0001503023826979744,0.0019607499998324117,0.003634012241087117,0.002569891841178857,0.14518640074055372,0.1934065471682235,0.4728603887907094,0.8514264074728604,0.021463047425284466,0.01547813194959229,0.0,0.0,3,0.0014780264989883818,0.0006502143008281384,True,True
db15k,db15k_mhyper_native,L4,Context,47532,0.38258701302410913,0.38255656936787924,-3.044365622990271e-05,-0.0005669902900039784,0.0005077172669872679,0.0017934836336700353,0.001823927289899938,0.09307413952705546,0.11123032904148784,0.2508836152486746,0.4022342842716486,-0.0006140410779812048,0.03084518317718488,0.0,0.0,1,0.0004206727416181468,-0.0004815600540779521,True,False
db15k,db15k_mhyper_native,L5,Query,47532,0.38258701302410913,0.3847124839900733,0.0021254709659641077,0.0013027606843002526,0.0029690716264774712,0.009171959544834,0.007046488578869891,0.13635024825380795,0.1842758562652529,0.4220945889085248,1.0,0.042870227981237595,,,0.0,3,0.00256156030259368,0.0016893816293345365,True,True
db15k,db15k_mhyper_adamf,L0,Global,47532,0.38258701302410913,0.38258701302410913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
db15k,db15k_mhyper_adamf,L1,Direction,47532,0.38258701302410913,0.38258701302410913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
db15k,db15k_mhyper_adamf,L2,Relation,47532,0.38258701302410913,0.38256724491826083,-1.9768105848316736e-05,-0.00051265199838404,0.00047317338599798614,0.0007289729772439565,0.0007487410830922732,0.02701338045947993,0.0487250694269124,0.10716990658924513,0.8514264074728604,-0.0004349118586219063,0.0007561156412157143,0.0,0.0,2,-9.27910998736105e-06,-3.025710170927249e-05,False,False
db15k,db15k_mhyper_adamf,L3,Relation×Direction,47532,0.38258701302410913,0.3824882204105272,-9.879261358193136e-05,-0.0007420788498082354,0.0005378576283387268,0.0015512295650603153,0.0016500221786422465,0.10136329209795507,0.11383909787090803,0.2528401918707397,0.8514264074728604,-0.0021735051158020854,0.0033506300963676776,0.0,0.0,1,-0.0003266913877955758,0.0001291061606317133,True,False
db15k,db15k_mhyper_adamf,L4,Context,47532,0.38258701302410913,0.38251622953069514,-7.078349341401154e-05,-0.00041369492760064976,0.00027980249684777744,0.0006048853907563406,0.0006756688841703521,0.06719683581587141,0.056298914415551626,0.14043170916435244,0.29979803080030293,-0.001557285301720526,0.019604662141047717,0.0,0.0,0,0.0001299640424192905,-0.0002715310292473137,True,False
db15k,db15k_mhyper_adamf,L5,Query,47532,0.38258701302410913,0.3835113184277701,0.0009243054036609514,0.00036806997513908905,0.001516532068301139,0.0050399012882033,0.004115595884542349,0.09435748548346377,0.16001851384330557,0.3291256416729782,1.0,0.020335351506360205,,,0.0,3,0.0009839833687449258,0.0008646274385769768,True,True
db15k,db15k_native_adamf,L0,Global,47532,0.32102191827913534,0.32102191827913534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
db15k,db15k_native_adamf,L1,Direction,47532,0.32102191827913534,0.32102191827913534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,False
db15k,db15k_native_adamf,L2,Relation,47532,0.32102191827913534,0.3210852955919216,6.337731278627933e-05,-0.0007663205301569675,0.0008961122694690079,0.001968866289366853,0.0019054889765805737,0.07712698813430952,0.14213582428679628,0.28995203231507194,0.8514264074728604,0.0011013470949726785,0.007620459599703485,0.0,0.0,1,-0.0009907307842283517,0.0011174854098009099,True,False
db15k,db15k_native_adamf,L3,Relation×Direction,47532,0.32102191827913534,0.3203842090985934,-0.0006377091805419222,-0.0015740065784736607,0.0003122765690447296,0.0027660783849296645,0.003403787565471587,0.13005974922157704,0.2226920811242952,0.4556298914415552,0.8514264074728604,-0.011081870192188144,0.008198665678280202,0.0,0.0,1,-0.0019073527936801177,0.0006319344325962732,True,False
db15k,db15k_native_adamf,L4,Context,47532,0.32102191827913534,0.3207823686398454,-0.00023954963928998516,-0.0008246577676079056,0.00032785348857123107,0.0014968043458868203,0.0017363539851768055,0.0758436421779012,0.11924598165446436,0.23062357990406462,0.3333754102499369,-0.004162803497577364,0.01986223621072184,0.0,0.0,1,-0.0004907770998232523,1.1677821243281946e-05,True,False
db15k,db15k_native_adamf,L5,Query,47532,0.32102191827913534,0.32258555522757293,0.0015636369484375956,0.0010373098059934934,0.0020950112479059457,0.005386386191068,0.0038227492426304043,0.07235125809980644,0.16338466717158967,0.31494572077758143,1.0,0.02717229454901269,,,0.0,3,0.0005315495974210269,0.0025957242994541644,True,True
