outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.005888247658870739,0.18942499737201723,0.13691790181856406
2,38046,0.004268334434894434,0.1801766282920675,0.08715765126425906
3,38016,0.005408818309668171,0.179871632996633,0.14780618686868688
4,37992,0.00890122541820964,0.18235417982733207,0.1463202779532533
5,38022,0.005319077676263323,0.2116143285466309,0.11264531060964704
