pair,split,left,right,n,delta_mrr,seed_1,seed_2,seed_3,direction_head,direction_tail
mkgw_mhyper_adamf,test,ADC_continuous,Query-soft_continuous,25644,0.020267681293062965,0.02430295772268895,0.01798856425652311,0.01851152189997684,0.012671679488698944,0.02786368309742699
mkgw_mhyper_adamf,test,ADC_grid_001,ADC_grid_005,25644,6.768236295175125e-05,-3.2489902972338896e-05,0.00018296332394755055,5.257366788004211e-05,0.00032029124117746797,-0.00018492651527396556
mkgw_mhyper_adamf,test,ADC_continuous,ADC_grid_005,25644,0.00013401527709842653,-2.787903189752001e-05,0.00021027321182592743,0.00021965165136687237,0.0001078702239716416,0.00016016033022521145
mkgw_mhyper_adamf,test,Query-soft_grid_001,Query-soft_grid_005,25644,-9.846718384869802e-06,-0.00033389272681951605,-0.000471759420501358,0.0007761119921662645,0.0001430386983309958,-0.00016273213510073554
mkgw_mhyper_adamf,test,Query-soft_continuous,Query-soft_grid_005,25644,-1.6724584313256757e-05,-0.0010192037884031396,0.0007641052932760304,0.00020492474218733974,0.0007152351300791,-0.0007486842987056136
db15k_mhyper_native,test,ADC_grid_005,Global,59412,-8.12232546308676e-05,-0.0001004060000577638,9.578477793473314e-06,-0.0001528422416283123,-0.00018768466984243507,2.5238160580699865e-05
db15k_mhyper_native,test,ADC_grid_001,Global,59412,-8.400247843973096e-05,-9.84098140451556e-05,5.3453939731544735e-05,-0.00020705156100558195,-0.00015191918584666825,-1.6085771032793665e-05
db15k_mhyper_native,test,ADC_continuous,Global,59412,-8.019909965434263e-05,-8.182131380476902e-05,5.723714270196326e-05,-0.00021601312786022217,-0.0001653361451358566,4.937945827171321e-06
db15k_mhyper_native,test,Query-soft_grid_005,Global,59412,-0.013576572892235649,-0.013625937294554505,-0.010887862973535946,-0.016215918408616494,-0.00561620433484865,-0.021536941449622645
db15k_mhyper_native,test,Query-soft_grid_001,Global,59412,-0.013783842805932792,-0.013913601288592474,-0.011127903893188849,-0.016310023236017056,-0.005843412661040953,-0.021724272950824637
db15k_mhyper_native,test,Query-soft_continuous,Global,59412,-0.01296056453394012,-0.013236337702144612,-0.010594909181518385,-0.015050446718157362,-0.005384928637919363,-0.020536200429960873
db15k_mhyper_native,test,ADC_grid_005,Query-soft_grid_005,59412,0.013495349637604782,0.013525531294496742,0.010897441451329419,0.016063076166988183,0.005428519665006215,0.021562179610203347
db15k_mhyper_native,test,ADC_grid_001,Query-soft_grid_001,59412,0.013699840327493062,0.013815191474547314,0.011181357832920395,0.016102971675011474,0.005691493475194285,0.021708187179791835
db15k_mhyper_native,test,ADC_continuous,Query-soft_continuous,59412,0.012880365434285777,0.013154516388339843,0.010652146324220348,0.014834433590297139,0.005219592492783507,0.020541138375788047
