outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,0.004997545108984474,0.15773152528119416,0.08969305161358142
2,38046,0.004985912774671946,0.16911107606581507,0.09974767386847501
3,38016,0.004706046531712258,0.15922243265993266,0.09638047138047139
4,37992,0.002933656602678002,0.1399768372288903,0.08954516740366393
5,38022,0.005165337508729069,0.15564673084003997,0.0867918573457472
