outer_fold,count,training_gain,positive_gain_rate,negative_transfer_rate
1,38052,-0.0006238106426298171,0.26135288552507097,0.12007253232418795
2,38046,-0.0006032638886675023,0.2645744624927719,0.11564947694895653
3,38016,-0.0008460307440848849,0.26275778619528617,0.11987058080808081
4,37992,-0.0009157435044655257,0.2620288481785639,0.1191566645609602
5,38022,-0.000844092839103963,0.26311083057177426,0.11901004681500184
