dataset,pair_id,scope,relation_id,direction,n_queries,n_original_triples,positive_opportunities,toward_a,toward_b,direction_consistency,signed_direction_preference,supported,support_min
mkg_y,mkg_y_native_adamf,relation_x_direction,14,tail,3,1,3,3,0,1.0,1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,15,head,30,10,22,13,9,0.5909090909090909,0.18181818181818182,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,15,tail,30,10,18,6,12,0.6666666666666666,-0.3333333333333333,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,16,head,6,2,4,1,3,0.75,-0.5,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,16,tail,6,2,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,17,head,60,20,57,31,26,0.543859649122807,0.08771929824561403,True,60
mkg_y,mkg_y_native_adamf,relation_x_direction,17,tail,60,20,51,17,34,0.6666666666666666,-0.3333333333333333,True,60
mkg_y,mkg_y_native_adamf,relation_x_direction,18,head,18,6,9,3,6,0.6666666666666666,-0.3333333333333333,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,18,tail,18,6,10,6,4,0.6,0.2,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,19,head,3,1,2,0,2,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,19,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,20,head,3,1,3,0,3,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,20,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,21,head,9,3,3,3,0,1.0,1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,21,tail,9,3,3,0,3,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,22,head,6,2,5,1,4,0.8,-0.6,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,22,tail,6,2,4,0,4,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,23,head,21,7,21,10,11,0.5238095238095238,-0.047619047619047616,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,23,tail,21,7,18,8,10,0.5555555555555556,-0.1111111111111111,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,24,head,3,1,0,0,0,,,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,24,tail,3,1,1,0,1,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,25,head,6,2,3,0,3,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,25,tail,6,2,3,1,2,0.6666666666666666,-0.3333333333333333,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,26,head,3,1,1,0,1,1.0,-1.0,False,60
mkg_y,mkg_y_native_adamf,relation_x_direction,26,tail,3,1,1,0,1,1.0,-1.0,False,60
