pair_id,dataset,expert_a,expert_b,n_seed_direction_queries,n_original_triple_clusters,seeds,directions,global_alpha,global_at_grid_boundary,global_mrr,oracle_mrr,available_headroom,bootstrap_samples,bootstrap_unit,headroom_ci95_low,headroom_ci95_high,headroom_ci95_lower_gt_zero,positive_opportunity_rate,gain_mean,gain_median,width_mean,width_median,distance_mean_positive_only,distance_median_positive_only,plateau_ratio_mean,plateau_ratio_median,best_plateau_ratio_mean,fragmented_all_query_rate,fragmented_positive_opportunity_rate,beneficial_components_mean_positive_only,beneficial_components_max,direction_consistency_macro_head_tail,direction_consistency_macro_supported_relation_x_direction,supported_relation_x_direction_groups
mkg_y_mhyper_native,mkg_y,M-Hyper,NativE,15990,2665,"[1, 2, 3]","['head', 'tail']",0.35,False,0.33932297353978536,0.3761686949886945,0.036845721448909075,10000,original_triple (six seed-direction observations per cluster),0.034395737631134744,0.039433227823462424,True,0.6387742338961852,0.036845721448909075,0.00011266805856490012,0.22875011167694095,0.2857142857142857,0.0723027217544547,0.04999999999999999,0.43989681050656665,0.2,0.36418297150004464,0.07392120075046904,0.11572351674172704,1.1815155668690034,7,0.6919605460234535,0.6405173770104133,24
mkg_y_mhyper_adamf,mkg_y,M-Hyper,AdaMF-MAT,15990,2665,"[1, 2, 3]","['head', 'tail']",0.35,False,0.3373069998936018,0.3813767184015775,0.04406971850797567,10000,original_triple (six seed-direction observations per cluster),0.041320120623570426,0.04690725720444775,True,0.652157598499062,0.04406971850797567,0.0001655511629100998,0.23549539891003304,0.2857142857142857,0.07092443421557347,0.04999999999999999,0.4380300187617261,0.2,0.35606480240626587,0.08455284552845528,0.12965093977752207,1.214614499424626,7,0.6968704978345464,0.6422222033459856,24
mkg_y_native_adamf,mkg_y,NativE,AdaMF-MAT,15990,2665,"[1, 2, 3]","['head', 'tail']",0.55,False,0.32828715218754334,0.3661313810349933,0.03784422884744998,10000,original_triple (six seed-direction observations per cluster),0.03544966494442196,0.04033931120881825,True,0.6594121325828642,0.03784422884744998,9.867275042220001e-05,0.2870603651091456,0.42857142857142855,0.07417962822458268,0.050000000000000044,0.48317698561601,0.4,0.3569105691056911,0.11350844277673545,0.17213581183611532,1.310034142640364,7,0.574258823410892,0.5846052135131198,24
